uid,name,name_romanji,nickname,nickname_romanji,member_count,member_names,member_uids,past_member_count,past_member_names,past_member_uids,color,formed_date,popularity,fans,union,union_uid,agencies,agency_uids,pictures_count,pictures_paths,wiki_url,song_uids_count,discography_count,disc_uids_count,songs_count,description
"TmlnaHRPd2w","NightOwl","NightOwl","","","4","折原伊桜 | 百城凛音 | 長谷川嘉那 | 雨夜憧","48f44e49-0525-4ee4-9dcf-48a3581ec4e7 | c69c18ca-71f2-4391-870a-6d1a29ec6550 | 005cf5f2-f787-402d-b62a-6289929d3623 | bf173bd3-5b2a-410f-a09b-c8615737a58e","1","望月さくら","fff23e3d-1efc-4397-b66c-99bbf7c1d96c","","2019-08-23","8","5315","","","QOOLONG","","5","picture/NightOwl_photo_4.webp | picture/NightOwl_logo.webp | picture/NightOwl_photo_2.webp | picture/NightOwl_photo_3.webp | picture/NightOwl_photo.webp","https://jpop.fandom.com/wiki/NightOwl","0","16","16","0","April 2024 Information Origin Osaka, Japan Years 2019-2025 Agency QOOLONG Links Website Website Social Media NightOwl was an Osaka-based idol group formed on August 23, 2019. On March 28, 2025, it was announced that the group would disband on July 28, 2025."
"TuOCvOODrQ","Nゼロ","N_Zero","","","3","北口キャロライン美利衣 | 川崎七聖 | 本多あやの","837967a7-edf5-4dee-b8ec-1673904b831d | f39ac2eb-c45f-4d6b-ac09-b734d12a016b | 397f2c06-c397-4ae8-9ed8-a365dea29205","93","ゆりんご | 中川尚子 | 中村菜摘 | 中森シェリル渚 | 丸山琴美 | 二北こゆり | 二部アリエル恵美 | 井上ナターシャ菜多紗 | 井上友羅 | 佐々木蓮美 | 佐倉セレーナさえ | 佐藤キャメロンかすみ | 前田クローバー彩里 | 加賀アヤミン彩美 | 北アミぴょん亜実 | 吉川コトノンことの | 吉村みるきー渚 | 大崎メアリー袮々 | 大隅トゥインクルりよん | 天野みみ | 如月るか | 守屋美玖 | 安原サニー芽生 | 小原万里奈 | 小嶋ブロッサム友花 | 小川結夏 | 小松まゆ | 山崎春菜 | 山田ほのか | 山田ズッキーみずき | 川口ちろる紗良 | 工藤千明 | 当間桃奈 | 御市ねね | 星宮彩乃 | 望月まなみ | 望月める | 朽木若菜 | 松上ゆーにゃん祐子 | 松本都 | 松田エミリーえみり | 板橋ゆーみん優美 | 染谷夏帆 | 栗原ショコラまい | 桜井はるぴょん陽菜 | 桜藍ラッキーガールもも | 椎名リホリン理穂 | 橋本有沙 | 橋田ローズ美祐 | 橘桃々 | 櫻井ひなの | 櫻井プリンセスひめの | 永瀬ユアタンゆりあ | 池畑アクア美沙 | 河東杏樹 | 河野スイーツ絵奈 | 津田璃奈 | 瀬尾美乃里 | 甘鈴スイートいおり | 田中リリー優衣 | 矢野千遥 | 石原マリン麻衣子 | 石橋バイオレットえりか | 石田ティアラ華 | 石田リア麻利子 | 福井志帆 | 稲葉スカーレット来夢 | 米澤リエル玲菜 | 米澤リッタン璃子 | 綾瀬まニャまなか | 花澤加奈 | 芳澤ルンルン月 | 茜チュインあい | 菅野ホーリー瑞紀 | 蓮見友香 | 藤妻柚衣 | 西垣ガーネット明美 | 赤松ミオミオ美音 | 近藤亜美 | 鈴木彩花 | 長谷川めいちょりん芽依 | 長谷川プルメリア依莉 | 長谷川珂凛 | 雨栗クランベリー有美 | 雨栗ラズベリー加奈 | 霧野果奈 | 音羽真妃 | 飯島クッキー有香 | 香月綾美 | 高山りぱぽ莉沙 | 高柳ヴィーナス美咲 | 高橋ピーチももか | 髙橋キャサリン玲海","80f21284-19d3-43c8-be57-05bc53e0f649 | 88f159cc-6bef-401f-bd4a-1dcb31474cfb | d337011b-cc17-4ee5-a12e-e2db2ccdd4d5 | 44428b08-4a96-45c9-a5bc-f34fe3c5ba08 | 54bea21d-6077-44c6-80ac-853e0d66e071 | 1c6ba197-dc46-4118-8cc0-9b922b8c545b | 95d71f78-3a1c-45bc-b4e6-d328491d6391 | 29c3fd67-2381-488a-be49-b77a03307eeb | 7c041a8f-6436-4ccd-95ce-302209b61e4d | 14753f9f-2611-44e3-9c88-30eb3841dd30 | aeeceb3f-2a06-4d40-92de-e7fff71936a1 | e1c699eb-ca0f-4428-99b0-b52251fe386e | 14317f99-f417-4179-a4b5-66dcbe70accf | 1509a4ec-03cc-423d-a715-d49951287478 | 3a4bfd5d-bc99-4af3-aa79-9a2fbcc9bae0 | a52bb2df-2142-4ebd-b463-8c41bc3fe671 | 3ec9ef28-0543-458e-a031-84b4a9209840 | bb608d38-5b0d-46aa-bc3d-61eb14025e21 | ddc37f5c-f771-4849-a14f-3e71a00fb58d | 4b2be03c-b9fe-420a-9183-d5c83690f586 | ab3a3ed6-d187-4238-8988-0e4438bd3011 | 1652890c-1a3b-4ae7-9bdb-973d8ec522b4 | 1e564353-8971-413e-9907-158723825591 | 68a572a2-53cc-4a54-ad62-2984d9a5facd | ab41bd55-4f1b-4c73-bbf1-1d894c435a03 | c37d452e-cc8a-4686-a1e5-5afb6e7f1a1c | 4c7b47a6-bafd-4487-85c8-d0f250e3fb6d | d0170280-467d-49d0-b559-3f262ff0b4f4 | 5c5b4fc7-787a-418c-b771-77538c401fe5 | f617048e-7bbc-46bc-9120-0f6077137352 | 196f50f3-74d7-40f1-8d8a-44f6e887a907 | c3ab4e94-1c67-405a-912a-ed249b753f0e | 2ee7fd40-95c5-4ad0-ad14-a647f8bfa3b3 | e2b73884-bcc2-43dc-ba6d-dd0e99bf786b | 2c55195c-12f7-47ef-b759-1ed415cec364 | 136e0ea7-972b-4f29-bb7f-5ed367be812e | 33d45beb-39dc-4e79-8ed7-3b6bc9b03679 | 61bcc034-d8b6-4b45-909b-f3805966743d | c1ce478a-35b0-4406-847a-dd7d1d670a5e | c99b1425-71a3-4f54-9e5a-e3f9bd335b99 | 24f91f9e-dfd4-4101-9b4f-bb6fba669f5c | 07d56eff-b11b-45b9-b7c9-56026200e8b2 | 74ffcbb5-1533-42c7-bf5c-41d0cbd1e6d4 | 1a054262-2db5-41da-b028-885ebb9acdbf | a6c27752-b8ca-4661-b09e-dde1e403b878 | 4e95f221-7c35-4bb0-9768-dd89d632b55c | ceb31baf-fbea-4bb9-b868-19ab8a601752 | c0e10a46-495c-4640-8313-ba47922a5d56 | 185b853b-46e8-4ccb-920b-f347afa0bae7 | d2bcf0fe-d198-4d02-9681-903a344763d4 | 60477f79-eeaa-41f6-a043-c4554ac76079 | 9c2d4b96-852d-434b-92d9-64bfcfe7b8f2 | a5782d79-7753-4305-9f89-301431cfafc5 | 12e44e23-9480-45d0-9dbf-cec7dd551743 | ac97e5f8-2967-41a8-b970-b6c722f5bcfe | 4af37600-ca32-4cbd-ab6d-5b2ef0a5ebd0 | fb59deb9-2bd8-4045-8631-47cdf67cb2e5 | 2e6f2aae-fb00-49a9-bfc3-642145d795d2 | 0f992465-f2af-47fb-8550-d7d1882a3e5d | b0bdcba1-7730-4918-9c5d-1f3661a4130e | 1c10e5d6-86a5-4bf5-b5dc-ddac6e504771 | 02c1b425-cd4f-423b-b7ba-dd192a710016 | 19e00726-adba-449d-94d6-b6cb34dae158 | dffc374f-7e3b-4b2c-bc04-fee24050b2d6 | 55a0a80e-71d0-47c3-8a1b-bf578ae4a391 | be138b8b-b356-4cb1-9036-7df744e28e36 | 04bf7286-7239-45df-aa33-91fbfc3548f1 | 965b81a5-5b6c-40ee-b96c-536cba51c9c7 | 79d9d8fe-bb04-4d80-951c-793b394a66a6 | 6324c713-666f-4159-a55a-c76e1254c3e4 | 94db981f-4e07-4c64-a41f-036f1f368328 | 64743412-6ccc-4563-a163-d741903462c6 | 02c265a5-c52d-4c9c-9419-20e829eee0ae | 6ea30605-d125-4a8f-af54-94d3e1423843 | 8aedff28-ba92-45e1-a4d2-3272c7ad2e69 | f8265af1-a1d7-4283-9adc-25a4bab2f372 | 6406e7c4-a4a6-4822-9d27-7b10f2fd4c4b | 3f17eb38-7177-4c21-a142-e14f435be9ff | 07fa28b9-5b15-4e8d-be89-6342eee58cb1 | 4bb53f9b-950e-406c-9146-6127b359f6b1 | bc5a3ea1-ebb6-4871-8931-70d431b96747 | d9f7ac93-0db7-4c88-9700-ac6707a2f1ea | 8c59dab4-aade-44a7-98e1-c3a4cba7c87e | e47823bf-6069-4828-9016-6072069e9e70 | b3f05a42-17eb-4907-978b-97511be77300 | 616b94d4-e55b-47e5-b6f8-b825d79bc473 | c5ad18ed-336b-40b6-b503-8306d7f0c0dd | 3b284c58-5336-4ff7-9ac6-3d33fdffe2d4 | 11b5da1b-931d-4deb-85f4-8a747c9dad74 | 48d417b2-44f1-4e8d-8550-d79edd2ca8c2 | 1c6c9f86-1002-458d-ab08-98e103e64896 | e112e429-56f9-4409-810d-2d224d7220e6 | 2b668994-ffc7-4907-9a6a-88f836afa0ca","","2010-05-01","","","","","Kabushiki Gaisha Kandou","","3","picture/N_Zero_logo.webp | picture/N_Zero_photo.webp | picture/N_Zero_photo_2.webp","https://jpop.fandom.com/wiki/N_Zero","0","15","15","0","N Zero Information Also Known As AKBN 0 Origin Akabane, Kita, Tokyo, Japan Genre J-Pop Years 2010-Present Label Kandou Agency Kabushiki Gaisha Kandou Links Website Official Website N Zero (Nゼロ) (formerly known as AKBN 0) is an idol group formed in May 2010."
"TydDSEFXQU5aIEhJUC1IT1AgQ09MTEVHRQ","O'CHAWANZ HIP-HOP COLLEGE","O'CHAWANZ","","","2","しゅがーしゅらら | なかたかな","ffbf1f91-592c-4278-87de-bc683b9b6d26 | 9687958d-5319-48b0-8ed7-b5c3729545c5","8","いちこにこ | じょしゅ あんぬ | じょしゅあんぬ | りるはかせ | りるひな | セシモン・ディアス | 朝比奈るの | 藍川燕","4a32ca9d-7c4c-4dfc-9720-e925e28a64b1 | 748214e1-69c7-4a8a-ae29-16344559574f | 563c38ac-bc43-4845-b476-d4128ccdb939 | b2793292-49fd-4b35-818b-d4149b782f18 | 6e8c9799-4a8e-4266-9de6-edbd63266772 | b67505db-4d6d-4ff2-bbb9-efeb20b5b84a | 66c3045f-65e5-4934-ae76-fd7c65c0e471 | a2faacdf-ecd6-4fb2-87d9-67417a6b2268","","2017-01-01","10","1544","","","ROMANTIC PRODUCTION","","5","picture/O'CHAWANZ_photo_2.webp | picture/O'CHAWANZ_photo_3.webp | picture/O'CHAWANZ_photo_4.webp | picture/O'CHAWANZ_photo.webp | picture/O'CHAWANZ_logo.webp","https://jpop.fandom.com/wiki/O%27CHAWANZ","0","6","6","0","2020 Information Origin Tokyo, Japan Genre Hip-Hop Years 2017–Present Label Second Factory Agency ROMANTIC PRODUCTION Associated Acts WEST SIDE PRINT CLUB Current Members Ichico Nico Former Members Nonorule remmell (2017) SE$IMON DIAZ (2017) Josh Annu (2018-2019) Lil Hakase (2018-2021) Sato Lala (2017- 2023) Links Website Official Website O'CHAWANZ (おちゃわんず) is an idol hip-hop group of love, courage, and adventure. The group was originally formed in 2017 by Sugarsugar lala and is based in Tokyo,"
"U09NT1NPTU8","SOMOSOMO","SOMOSOMO","ソモ2","ソモソモ
SOMO2","10","アオイ アオネ | アオイアオネ | アルティメットミキ | コモレビヒヨリ | ゴゴノコトコ | シャンシャン マイ | シャンシャンマイ | ツクヨミケイコ | トマラナイ チヒロ | トマラナイチヒロ","557fe47b-76a8-4227-aa1c-9e0baff4da38 | 65d7ef64-c2e3-4906-93c1-206712f82ba0 | d434480d-71d0-4cfb-be6d-f2a1771260d3 | cbe2edce-ff9b-4053-976b-bedcc2da646f | 40856283-299b-479c-89a6-fe919ce58bbd | 28b3b1f1-7f32-4859-881b-31b15798bfd3 | 1235aae4-4bc2-4521-81d6-5434af774463 | d3429912-2bde-41a5-8793-4e1b751a02f2 | 70aaffaf-aabc-43f2-ad32-a04ee1733c6d | 1d0611cb-d5c9-4131-a806-503d05521aab","5","アマネアミ | クロサキアヤカ | ヘイワユメ | ヨフカシサエラ | 日色ゆづ","48a40076-ca9b-4fe1-9ee7-7fefdc393db3 | aa35a9f5-22da-4688-b62a-601ddfdf69c7 | 8a44d856-d27e-4def-898e-0f26ee191b1c | 9a1d6774-f2b5-4ead-ac90-a6ec0e72eef8 | a48c573d-cfbe-44d9-9bf7-394b7ee92ebd","","2019-07-01","10","1743","","","HASYAGE jp","","5","picture/SOMOSOMO_photo_3.webp | picture/SOMOSOMO_photo.webp | picture/SOMOSOMO_photo_2.webp | picture/SOMOSOMO_logo.webp | picture/SOMOSOMO_photo_4.webp","https://jpop.fandom.com/wiki/SOMOSOMO","0","19","19","0","March 2025 Information Also Known As ソモソモ SOMO2 (ソモ2) Origin Tokyo, Japan Genre Rock, Pop Years 2019-Present Label doles U BIT RECORDS HASYAGE jp Agency HASYAGE jp Current Members Ultimate Miki Gogono Kotoko Tsukuyomi Keiko Komorebi Hiyori Shanshan Mai Aoi Aone Tomaranai Chihiro Former Members Amane Ami Kurosaki Ayaka Heiwa Yume Yuzurenai Yuzu Yofukashi Saera Links Website Official Website Social Media SOMOSOMO (ソモソモ) is a Japanese idol group formed in early 2019."
"U0FJwrJSaXVt","SAI²Rium","SAI_²Rium","","","7","あずきはな | 七宮はるひ | 入間るる | 早乙女ゆゆ | 月乃りりか | 朝比奈花帆 | 楠こはる","6803e306-02b8-45c3-98c2-667032fd5f3e | c5fb61f6-cc16-4d5b-a8af-9f69c286b24a | ab7becfb-3b3a-4cf9-8b11-303e47ee99c4 | 86774959-dd25-4cd2-a83d-b6241ab67f6a | 581f18d7-1205-459c-9421-bbf736dc93be | 1b848d91-302b-483a-8111-ccaa6e996e27 | 4143a987-7042-4574-a218-d838ba4d7c4f","13","七瀬らん | 八木桃花 | 天使さな | 姫ノ樹なな | 姫宮海夢 | 小柴ねむ | 小鳥遊もか | 来栖あみ | 永愛ゆい | 炉莉ヰみるき | 真白梨愛 | 紫雨ありさ | 麗羽まこ","7a6859ff-d795-4c2f-9d22-b7a24e6ca19a | e6b237f1-77c0-403c-a066-354e829bff97 | 6778f7db-da62-4991-a781-e89342fbee57 | ffea7a25-522f-41cd-91ab-dc25d5ccd03a | cd1eb77e-e347-419b-a08a-a44fed660b94 | 2444757a-ead5-4477-8547-b101f0f31303 | 8d46ddd4-a70a-4ff2-b479-90b90dba78af | c4d55be4-e1ff-486a-85ab-8d6885c244d0 | 621c9d93-b687-4ae5-9fb0-e1ce2ea719a6 | 974da411-2064-4e8c-97be-201cd95d1ef9 | c0a5a800-3d9f-4a74-84bd-050e78a232a9 | e3e659da-50ba-405e-9f0a-e7cdd998dfab | 8fbedb7d-37d3-46f1-aeae-969959302f75","","2022-07-22","8","1031","","","caSTORY","","12","picture/SAI_²Rium_photo_2.webp | picture/SAI_²Rium_photo_3.webp | picture/SAI_²Rium_photo_4.webp | picture/SAI_²Rium_photo_5.webp | picture/SAI_²Rium_photo_9.webp | picture/SAI_²Rium_photo_7.webp | picture/SAI_²Rium_photo_11.webp | picture/SAI_²Rium_photo.webp | picture/SAI_²Rium_photo_6.webp | picture/SAI_²Rium_photo_8.webp | picture/SAI_²Rium_photo_10.webp | picture/SAI_²Rium_logo.webp","https://jpop.fandom.com/wiki/SAI_%C2%B2Rium","0","26","26","0","December 2025 Information Origin Tokyo, Japan Genre J-Pop Years 2022-Present Agency caSTORY Current Members Asahina Kaho Tsukino Ririka Saotome Yuyu Kusunoki Koharu Azuki Hana Iruma Ruru Nanamiya Haruhi Kamiya Izumi Former Members Rorii Miruki Mashiro Ria Nanase Ran Koshiba Nemu Toa Yui Himemiya Marin Kurusu Ami Uruu Mako Himenoki Nana Amatsuka Sana Takanashi Moka Yagi Momoka Shigure Arisa Producer Yuzuriha Miyuu Links Website Official Website Social Media SAI ²Rium (サイリウム) is an eight-member J"
"U0FLQS1TQU1B","SAKA-SAMA","SAKA-SAMA","","","5","夢野くる | 寿々木ここね | 岸辺みぎり | 福永しおり | 芳賀えりこ","8320b91b-282d-4a30-a101-507253bfb96f | a2d845c2-923b-415c-b420-faf108cfdad0 | c5660923-b0b8-4ee3-aa94-401b57b0f0d2 | 16c95e26-3617-4554-99f9-f7236a05320f | 84286c65-db29-42f1-bff0-3234014dd730","13","Dr.まひるん | あいうえまし子 | しゅがーしゅらら | つつみ | ミ米ミ | 四ッ葉かぐや | 春眠みこ | 朝倉みずほ | 朝比奈るの | 水野たまご | 瀬戸まーな | 猫田えね | 詩芽らみ","f51a22f4-f270-44a6-90cd-b19ac74ef0fa | 9960dc5c-862e-45f6-b4e3-8a4f5d004caa | ffbf1f91-592c-4278-87de-bc683b9b6d26 | a7dc00b0-c774-437b-961c-c0026428a7c7 | f066cbb9-573c-4068-a3bb-6891339bfceb | 0cc42520-56fd-456a-8558-4f2ec58e3003 | bbb1198d-1128-42b6-94e7-7c49d35176ff | 27291610-a7ab-4700-be0c-3bb32ca21997 | 66c3045f-65e5-4934-ae76-fd7c65c0e471 | ef81679e-6b85-4112-a710-54e661dced79 | a5c441ca-bf7d-4302-a698-c1e7e52b97e9 | d2c319e7-0fa3-4eb9-809a-6f72dc91f4ce | 8be16092-b804-4f00-9a84-1b35f5d4f131","","2016-12-01","7","3570","","","TRASH-UP!! RECORDS","","12","picture/SAKA-SAMA_photo_5.webp | picture/SAKA-SAMA_photo_11.webp | picture/SAKA-SAMA_photo_4.webp | picture/SAKA-SAMA_logo.webp | picture/SAKA-SAMA_photo_3.webp | picture/SAKA-SAMA_photo.webp | picture/SAKA-SAMA_photo_6.webp | picture/SAKA-SAMA_photo_8.webp | picture/SAKA-SAMA_photo_10.webp | picture/SAKA-SAMA_photo_7.webp | picture/SAKA-SAMA_photo_9.webp | picture/SAKA-SAMA_photo_2.webp","https://jpop.fandom.com/wiki/SAKA-SAMA","0","13","13","0","November 2022 Information Origin Japan Genre Lo-Fi Dream Pop Years 2016-Present Label TRASH-UP!! RECORDS Agency TRASH-UP!! RECORDS Current Members Suzuki Kokone Haga Eriko Fukunaga Shiori Kishibe Migiri Yumeno Kuru Former Members Yotsuba Kaguya Shunmin Miko Sugarsugar lala Nekota Ene Tsutsumi Aiue Mashiko Dr. Mahirun Memyme Seto Maana Mizuno Tamago Asakura Mizuho Asahina Runo Links Website Official Website Social Media SAKA-SAMA (サカサマ) is a Lo-Fi dream pop idol group formed in December 2016."
"U0FOREFMIFRFTEVQSE9ORQ","SANDAL TELEPHONE","Sandal_Telephone","終演後物販","Shuuengo Buppan","0","","","12","ハルナ・バッ・チーン | 兎遊たお | 夏芽ナツ | 小町まい | 柳ゆうか | 渋谷朱音 | 花音レイナ | 藤井エリカ | 西脇朱音 | 都築伊澄 | 馬都レミ | 黒瀧紗雅","e120bd6b-b006-4ee2-a565-a22d10524c93 | ef8740ee-4434-4b7a-9a6d-f7f45538029d | a3503960-8ee9-4784-8baa-289f0829586d | fb4e0f61-729a-462a-9d78-9d0326e61dfc | 0ec2ac36-d674-44e6-b586-7b34626f28f0 | 159d1247-e8cd-4b38-b521-09dc14123535 | dd44d625-538d-4ea2-a323-e1bace4f27e5 | 4ea73c39-bbfb-4837-852f-f0c4a8072e8b | 686e3d9b-1977-4e58-bd4c-19f78b653d1a | 204d5582-2db8-46be-a4f2-c9155d7ec9d6 | d50e4e58-f88a-40de-b3a1-793cb2a9292c | 6c2fb828-a7ca-4662-b916-97f5b2428ec5","","2017-07-01","6","3767","","","","","15","picture/Sandal_Telephone_photo_9.webp | picture/Sandal_Telephone_photo_13.webp | picture/Sandal_Telephone_photo_2.webp | picture/Sandal_Telephone_photo_11.webp | picture/Sandal_Telephone_photo.webp | picture/Sandal_Telephone_photo_5.webp | picture/Sandal_Telephone_photo_14.webp | picture/Sandal_Telephone_photo_3.webp | picture/Sandal_Telephone_photo_6.webp | picture/Sandal_Telephone_photo_8.webp | picture/Sandal_Telephone_logo.webp | picture/Sandal_Telephone_photo_7.webp | picture/Sandal_Telephone_photo_10.webp | picture/Sandal_Telephone_photo_12.webp | picture/Sandal_Telephone_photo_4.webp","https://jpop.fandom.com/wiki/Sandal_Telephone","0","11","11","0","May 2024 Information Also Known As Shuuengo Buppan (終演後物販) (2017-2019) Genre J-Pop Years 2017-2025 Label hoen music Final Line-Up Komachi Mai Kagami Natsu Fujii Erika Former Members Uyu (2017) Tsuzuki Isumi (2017) Nanami Haruna (2017) Shibuya Akane (2017) Yanagi Yuuka (2017) Kanon Reina (2018-2019) Mado Remi (2018-2019) Kurotaki Saeka (2018-2019) Nishiwaki Akane (2019-2021) Links Website Official Website Social Media"
"U0FZLUxB","SAY-LA","SAY-LA","","","8","とわん | わらび | 咲山しほ | 小椋妃奈乃 | 彩川さやな | 椎名ここ | 神崎セナ | 花園あき","42553161-8305-4930-bf19-844f10292269 | 61a54ab4-e3ed-4416-b93e-f0dc082de9c1 | 22c12fdb-1e7b-4901-a10c-a32d12fffd1a | 3be29d8e-cfec-4db6-80d2-5cb92e332730 | 8a43f488-4918-4edd-8302-6a65f096fb8d | 60b9c229-48bf-4669-8428-f6e013370b15 | f06a277c-9671-42b3-a11c-953e7d9502df | b28b3ec3-cf71-4d5b-875f-6e5b9e68c9d6","29","あみ乃 | ももちもも | 七聖真祐 | 加藤まい | 吉永みいな | 名梨ゆる | 大下奈央 | 大咲れいな | 大川彩菜 | 天原瑠理 | 小坂美央 | 山本新奈 | 岡村美緒 | 星奈さな | 春野絵里 | 東江ひかり | 桜未奈星 | 森のんの | 森咲のどか | 森川夕衣 | 椎名杏実 | 沙藤まなか | 清川麗奈 | 清水亜夢 | 白石りか | 真白みゆり | 花瀬さな | 藤沢泉美 | 西野葵","f4daf006-1f59-4099-ab73-24b0aee0e838 | e255b21f-a3e3-45f4-90bb-3eaced2c68ac | 87655621-63ab-4fed-a8a8-abe89c3b3169 | acb5848f-1434-4108-95cb-ce3e15371ffc | c61a7976-c8cc-4d5e-a269-78db977c69be | c516e2d9-20ca-4ae5-aed1-aa9986d4204f | 0b3b838f-162e-4177-9b93-63edf2c77fd5 | 99809951-b4e7-4017-bfa2-ec6337c9728c | 0bc79187-0ee8-4fe4-8ae1-b3dcc78c3a33 | 6d9a6c76-92ff-4000-bb97-f41e40780bf0 | 83a71f67-b937-4d60-9443-d21bdcf68db9 | 3b54eac0-1eb4-40ad-ac8e-cd74b890f48f | 22e79798-811d-4260-a157-a2e3462826b7 | 81cfe02d-90c8-4550-922c-34c9151feadb | c7b72a9b-908e-4d02-a66a-fab41c5c42b6 | c4eeb395-f11a-462f-8d70-9a03c48e0a57 | 24b9f742-1e5d-47dd-9931-39198e78fe68 | b3b21f45-a440-4d9b-834e-0c981fea468e | ac170515-d947-4bac-8968-0f6a9b1b37fd | f08f1d8e-e253-48a2-b3f3-09ad0d2d9945 | 2d37b6d7-36e4-4b9c-986a-fdaf2c5f7516 | 4d90ddb3-50d5-450b-b702-ba4204b3fa18 | c4c3aff5-6ae2-49a2-a317-ce9533954867 | ed66322c-6263-4490-80c7-9a0c47559e7f | 08b0ade9-d0f1-4822-b3d8-44d804aea31e | a37f46e2-a5d0-4fbb-94ce-7f84eab874a4 | 3cce55bf-ed77-4dd7-96dd-de98ed613330 | 55294e3b-aa7b-4437-881a-fd6814d5acc4 | 27cbd249-c86e-4c0d-908c-b9c75b292c7d","","2014-12-21","11","2504","","","I-GET","","24","picture/SAY-LA_photo_12.webp | picture/SAY-LA_photo_20.webp | picture/SAY-LA_photo_7.webp | picture/SAY-LA_photo_3.webp | picture/SAY-LA_photo_16.webp | picture/SAY-LA_photo.webp | picture/SAY-LA_photo_18.webp | picture/SAY-LA_photo_13.webp | picture/SAY-LA_photo_9.webp | picture/SAY-LA_photo_11.webp | picture/SAY-LA_photo_14.webp | picture/SAY-LA_photo_2.webp | picture/SAY-LA_photo_23.webp | picture/SAY-LA_photo_19.webp | picture/SAY-LA_photo_21.webp | picture/SAY-LA_photo_8.webp | picture/SAY-LA_photo_15.webp | picture/SAY-LA_photo_6.webp | picture/SAY-LA_photo_4.webp | picture/SAY-LA_photo_5.webp | picture/SAY-LA_photo_17.webp | picture/SAY-LA_logo.webp | picture/SAY-LA_photo_22.webp | picture/SAY-LA_photo_10.webp","https://jpop.fandom.com/wiki/SAY-LA","0","20","20","0","October 2025 Information Origin Japan Genre J-Pop Years 2014-Present Label I-GET MUSIC Agency I-GET Associated Acts Hiragana SAY-LA HOT DOG CAT READY TO KISS BABY TO KISS Qnto syrup Links Website Official Website SAY-LA (セイラ) is currently an eight-member Japanese female idol group under the agency I-GET."
"U0FpTlQgU0VY","SAiNT SEX","SAiNT_SEX","","","7","now | アイナ・ジ・エンド | アユニ・D | トギー | ナオ・オブ・ナオ | ヤママチミキ | ユメノユア","058b37b4-0286-4a6c-bc18-bce363b191be | a1bdbe6d-1dd3-425f-bd52-6782984d3f35 | 62e23588-2e1c-4e3f-914d-656bedb0b7ea | e3ed90f1-818f-4436-b30b-8a979ed38f48 | 8a8dbcf3-6a6d-4e1e-aaba-9956e145cc10 | f8abb87f-8451-48dd-8c36-63f457314d98 | ee5db5f3-a229-41e0-ad7b-b833eb5aebb7","5","アヤ・エイトプリンス | カミヤサキ | ゴ・ジーラ | パン・ルナリーフィ | プー・ルイ","d43b7ae8-9660-4153-a2bd-05e7d7f7a8c9 | 9a9496a1-cc52-4341-9fe2-4a1de8e920ef | 3053dc0f-0a80-4b79-b814-91e4df2a7b61 | 0b41ea80-1502-4ff4-b5ab-2fe7c1ad62f7 | b6e352c1-ffd2-43d6-a165-0a04878e22f9","","","7","3502","","","","","8","picture/SAiNT_SEX_photo_7.webp | picture/SAiNT_SEX_photo_3.webp | picture/SAiNT_SEX_photo.webp | picture/SAiNT_SEX_photo_4.webp | picture/SAiNT_SEX_logo.webp | picture/SAiNT_SEX_photo_2.webp | picture/SAiNT_SEX_photo_6.webp | picture/SAiNT_SEX_photo_5.webp","https://wackidol.fandom.com/wiki/SAiNT_SEX","0","3","3","0","SAiNT SEX Origin Tokyo Associated Acts BiS, BiSH, GANG PARADE, EMPiRE, ExWHYZ, CARRY LOOSE, HOLY SHiTS, BULLY IDOL, MAMESHiBA NO TAiGUN, TONAi BOUSHO, BiTE A SHOCK Members Yamamachi Miki Yumeno Yua Nao Of Nao Hanano Former Members Pour Lui Aya Eightprince Go Zeela Kamiya Saki Pan Luna Leafy Ayuni D Kino now Toggy Aina The End CCCCCC Logo"
"U0lUVUFTSU9O","SITUASION","Situasion","","","5","増田葵奈 | 杏優 | 羽柴愛実 | 蒼井輝菜 | 西野愛望","b8b63ea3-14c1-49ee-ae03-42632a4039dc | 30f9d9c6-9ec4-4f6b-94de-6bf06a0b1ede | 8200ec78-6528-4067-a281-ea389f149383 | fbb1b73f-84ff-4a17-9d9f-c6745d082356 | 74334478-a1bf-422b-b931-bde537605844","1","小川すず","d11acb53-5a57-482d-8d38-9c2b95d96642","","","19","3885","","","ALLYOUNEEDS Inc.","","9","picture/Situasion_photo_7.webp | picture/Situasion_photo_8.webp | picture/Situasion_photo_3.webp | picture/Situasion_photo_2.webp | picture/Situasion_photo_4.webp | picture/Situasion_logo.webp | picture/Situasion_photo_6.webp | picture/Situasion_photo.webp | picture/Situasion_photo_5.webp","https://jpop.fandom.com/wiki/Situasion","0","31","31","0","September 2025 Information Origin Tokyo, Japan Genre J-Pop Years 2020-Present Label Sanbai Records Agency ALLYOUNEEDS Inc. Current Members Ayu Hashiba Ami Aoi Hina Otsuki Karin Kazama Kanon Former Members Ogawa Suzu Nishino Aimi Masuda Aina Links Website Official Website Social Media situasion is a five-member Japanese idol group based in Tokyo, Japan."
