name,uid,reputation,source,interpolated_raw,avg_stint_years,group_age_years,churn,past_stints,scandal_penalty,scandal_count
Bunny La Crew,QnVubnkgTGEgQ3Jldw,3.5,interpolated,3.477,1.73,3.16,0.53,8,0,0
Buono!,QnVvbm8h,4.5,interpolated,4.588,9.92,0,1,3,0,0
GO TO THE BEDS,R08gVE8gVEhFIEJFRFM,5,interpolated,5,5.15,0,0,0,0,0
GANGDEMIC,R0FOR0RFTUlD,4.5,interpolated,4.28,2.96,4.13,0.33,6,0,0
GANG PARADE,R0FORyBQQVJBREU,3.5,interpolated,3.737,3.43,10.84,0.84,16,0,0
GEM,R0VN,3.5,interpolated,3.297,1.72,12.53,1,7,0,0
GENIC,R0VOSUM,5,interpolated,5,5.68,5.11,0,0,0,0
GILTY × GILTY,R0lMVFkgw5cgR0lMVFk,4.5,interpolated,4.5,3.09,3.13,0,0,0,0
Good Tears,R29vZCBUZWFycw,4,interpolated,3.753,3.95,0,1,5,0,0
Girls²,R2lybHPCsg,5,interpolated,5,6.06,0,0.11,1,0,0
DIAVEL,RElBVkVM,3,interpolated,3.1,0.24,0.19,0,0,0,0
DREAMING MONSTER,RFJFQU1JTkcgTU9OU1RFUg,3.5,interpolated,3.737,2.69,9.95,0.71,20,0,0
Dorothy Little Happy,RG9yb3RoeSBMaXR0bGUgSGFwcHk,4,interpolated,3.803,3.91,15.51,0.92,11,0,0
Dancing Dolls,RGFuY2luZyBEb2xscw,5,interpolated,5,9.01,14.51,0.29,2,0,0
Devil ANTHEM.,RGV2aWwgQU5USEVNLg,4.5,interpolated,4.398,4.37,10.56,0.54,7,0,0
EMOE,RU1PRQ,3.5,interpolated,3.372,2.31,6.88,0.8,8,0,0
EMPATHY,RU1QQVRIWQ,3.5,interpolated,3.415,2.08,3.54,0.69,9,0,0
EMPiRE,RU1QaVJF,3.5,interpolated,3.726,3.37,7.87,1,9,0,0
民族ハッピー組,RUdSe-OBiOOBkOOCi30,4,interpolated,3.81,2.62,10.42,0.65,13,0,0
ExWHYZ,RXhXSFla,4,interpolated,4.222,2.84,3.09,0.33,2,0,0
FOKALITE,Rk9LQUxJVEU,3.5,interpolated,3.37,0.93,0,0,0,0,0
FES☆TIVE,RkVT4piGVElWRQ,3.5,interpolated,3.744,2.55,12.27,0.69,20,0,0
FR2PON!,RlIyUE9OIQ,3.5,interpolated,3.499,1.78,4.05,0.54,7,0,0
FRUITPOCHETTE,RlJVSVRQT0NIRVRURQ,5,interpolated,4.765,6.59,12.53,0.6,3,0,0
FRUITS ZIPPER,RlJVSVRTIFpJUFBFUg,4.5,interpolated,4.634,3.42,3.26,0,0,0,0
FULIT BOX,RlVMSVQgQk9Y,3.5,interpolated,3.39,0.91,1.23,0.13,1,0,0
Five emotion,Rml2ZSBlbW90aW9u,5,interpolated,5,4.59,4.59,0,0,0,0
Finally,RmluYWxseQ,5,interpolated,4.988,4.26,4.2,0,0,0,0
Finger Runs,RmluZ2VyIFJ1bnM,4,interpolated,3.905,2.13,2.59,0.2,1,0,0
Flower＊Hour,Rmxvd2Vy77yKSG91cg,3,interpolated,3.172,0.43,0,0.15,2,0,0
KAQRIYOTERROR,S0FRUklZT1RFUlJPUg,4,interpolated,3.803,1.61,7.93,0,0,0,0
KLP48,S0xQNDg,3.5,interpolated,3.421,1.05,0,0.07,1,0,0
KRD8,S1JEOA,3.5,interpolated,3.717,3.3,11.52,0.84,38,0,0
Kolokol,S29sb2tvbA,5,interpolated,5,7.26,7.51,0,0,0,0
KiSS KiSS,S2lTUyBLaVNT,4,interpolated,3.924,2.19,2.35,0.17,1,0,0
KissBee,S2lzc0JlZQ,4,interpolated,3.785,3.21,11.51,0.74,20,0,0
KissBeeWEST,S2lzc0JlZVdFU1Q,4,interpolated,3.848,4.63,0,1,1,0,0
HONEY POPCORN,SE9ORVkgUE9QQ09STg,5,interpolated,5,5.71,7.29,0.17,1,0,0
HAMIDASYSTEM,SEFNSURBU1lTVEVN,3.5,interpolated,3.304,1.77,8.67,1,6,0,0
HANA,SEFOQQ,3,interpolated,3.213,0.51,0.51,0,0,0,0
HAPPY CREATORS,SEFQUFkgQ1JFQVRPUlM,3.5,interpolated,3.319,0.76,0.76,0,0,0,0
HIBANA,SElCQU5B,3.5,interpolated,3.336,0.84,0,0,0,0,0
HIGH SPIRITS,SElHSCBTUElSSVRT,3.5,interpolated,3.558,2.47,8.64,0.67,20,0,0
HKT48,SEtUNDg,4.5,interpolated,4.465,5.42,14.51,0.61,75,0,0
Honey Squash,SG9uZXkgU3F1YXNo,5,interpolated,5,13.16,0,1,1,0,0
HelloYouth,SGVsbG9Zb3V0aA,4.5,interpolated,4.614,4.09,6.94,0.38,5,0,0
Hellzapoppin',SGVsbHphcG9wcGluJw,4,interpolated,3.858,2.85,4.84,0.63,5,0,0
HiiT Factory,SGlpVCBGYWN0b3J5,3.5,interpolated,3.526,1.69,0,0.4,2,0,0
I MY ME MINE,SSBNWSBNRSBNSU5F,3.5,interpolated,3.422,1.68,4.09,0.6,12,0,0
INUWASI,SU5VV0FTSQ,5,interpolated,5,4.65,0,0.14,1,0,0
IDOLATER,SURPTEFURVI,3,interpolated,3.197,1.09,6.28,1,2,0,0
IRONBUNNY,SVJPTkJVTk5Z,3.5,interpolated,3.335,2.4,0,1,4,0,0
IZ*ONE,SVoqT05F,3.5,interpolated,3.397,2.5,6.68,1,3,0,0
Ill,SWxs,4,interpolated,3.913,2.09,3.85,0,0,0,0
Isiliel,SXNpbGllbA,4.5,interpolated,4.504,3.26,0,0,0,0,0
JUGS MAFIA,SlVHUyBNQUZJQQ,3,interpolated,3.205,1.06,2.4,0.71,10,0,0
JamsCollection,SmFtc0NvbGxlY3Rpb24,3.5,interpolated,3.571,2.15,4.45,0.56,9,0,0
OLNew,T0xOZXc,3.5,interpolated,3.373,0.98,1.04,0.29,2,0,0
OS☆U,T1PimIZV,3.5,interpolated,3.666,2.93,14.93,0.85,68,0,0
On the treat Super Season,T24gdGhlIHRyZWF0IFN1cGVyIFNlYXNvbg,3.5,interpolated,3.27,1.73,3.92,1,3,0,0
Onephony,T25lcGhvbnk,4.5,interpolated,4.306,2.63,2.64,0,0,0,0
LE SSERAFIM,TEUgU1NFUkFGSU0,4.5,interpolated,4.373,2.77,3.18,0.17,1,0,0
LEIWAN,TEVJV0FO,4,interpolated,3.93,2.88,7.51,0.6,6,0,0
LINKL PLANET,TElOS0wgUExBTkVU,3.5,interpolated,3.692,2.01,3.29,0.38,5,0,0
LINK START,TElOSyBTVEFSVA,3.5,interpolated,3.491,1.61,2.32,0.46,6,0,0
LIT MOON,TElUIE1PT04,4,interpolated,3.784,2.05,2.35,0.29,2,0,0
Love Cocchi,TG92ZSBDb2NjaGk,4,interpolated,3.753,3.95,0,1,5,0,0
La Luce,TGEgTHVjZQ,3.5,interpolated,3.655,3.25,0,1,7,0,0
Layn,TGF5bg,3.5,interpolated,3.603,2.22,6.51,0.57,8,0,0
Last Idol 2nd Generation,TGFzdCBJZG9sIDJuZCBHZW5lcmF0aW9u,3.5,interpolated,3.73,3.42,7.22,1,12,0,0
Last Idol 2nd Generation Under,TGFzdCBJZG9sIDJuZCBHZW5lcmF0aW9uIFVuZGVy,3.5,interpolated,3.741,3.51,7.22,1,18,0,0
Le Siana,TGUgU2lhbmE,4,interpolated,3.77,3.67,13.51,1,1,0,0
LiVS,TGlWUw,3.5,interpolated,3.649,1.62,1.93,0.25,2,0,0
LinQ,TGluUQ,4,interpolated,3.763,3.62,14.51,0.85,61,0,0
Luce Twinkle Wink☆,THVjZSBUd2lua2xlIFdpbmvimIY,4,interpolated,4.19,4.42,10.93,0.64,9,0,0
Lycoris,THljb3Jpcw,3.5,interpolated,3.632,1.51,1.38,0,0,0,0
MAD JAMIE,TUFEIEpBTUlF,3.5,interpolated,3.322,2.09,4.18,0.8,4,0,0
MADMED,TUFETUVE,3,interpolated,3.185,1.32,0,0.8,4,0,0
MAGICAL SPEC,TUFHSUNBTCBTUEVD,4,interpolated,3.849,2.44,4.51,0.38,5,0,0
MAGICOUR,TUFHSUNPVVI,5,interpolated,5,4.79,5.51,0,0,0,0
MAGMAZ,TUFHTUFa,4,interpolated,4.04,2.45,3.07,0.2,1,0,0
MANACLE,TUFOQUNMRQ,4.5,interpolated,4.657,3.4,4.81,0.14,1,0,0
MAPA,TUFQQQ,4.5,interpolated,4.48,3.01,3.78,0,0,0,0
MAZE,TUFaRQ,4,interpolated,3.821,2.23,3.51,0.33,2,0,0
ME:I,TUU6SQ,3.5,interpolated,3.637,1.59,0,0,0,0,0
MELLOW MELLOW,TUVMTE9XIE1FTExPVw,4.5,interpolated,4.339,7.75,7.76,1,3,0,0
MEWM,TUVXTQ,4.5,interpolated,4.273,3.4,5.26,0.44,4,0,0
MIGMA SHELTER,TUlHTUEgU0hFTFRFUg,3.5,interpolated,3.307,1.79,8.42,1,18,0,0
MISS MERCY,TUlTUyBNRVJDWQ,3.5,interpolated,3.264,1.72,3.34,1,3,0,0
Maison book girl,TWFpc29uIGJvb2sgZ2lybA,4,interpolated,4.033,5.55,11.51,1,5,0,0
Malcolm Mask McLaren,TWFsY29sbSBNYXNrIE1jTGFyZW4,3.5,interpolated,3.507,2.33,9.84,0.69,11,0,0
Ma’Scar’Piece,TWHigJlTY2Fy4oCZUGllY2U,3.5,interpolated,3.317,0.75,0.93,0,0,0,0
Melty BeaR,TWVsdHkgQmVhUg,3.5,interpolated,3.258,0.64,0.84,0.25,2,0,0
Merry BAD TUNE.,TWVycnkgQkFEIFRVTkUu,4.5,interpolated,4.498,3.09,3.04,0,0,0,0
MiiS,TWlpUw,3,interpolated,3.232,1.43,4.45,0.8,12,0,0
"Mirror,Mirror",TWlycm9yLE1pcnJvcg,4.5,interpolated,4.294,2.72,3.43,0.25,2,0,0
MyDearDarlin',TXlEZWFyRGFybGluJw,4,interpolated,3.896,2.67,5.44,0.57,8,0,0
NMB48,Tk1CNDg,4,interpolated,4.03,4.17,15.51,0.7,142,0,0
NANIMONO,TkFOSU1PTk8,4,interpolated,3.786,2.05,3.15,0.3,3,0,0
NANONI,TkFOT05J,3.5,interpolated,3.421,1.94,4.44,0.67,14,0,0
NECRONOMIDOL,TkVDUk9OT01JRE9M,3.5,interpolated,3.313,1.83,11.42,0.96,22,0,0
NEO JAPONISM,TkVPIEpBUE9OSVNN,4,interpolated,4.122,3.03,0,0.42,5,0,0
NEOTOKYO-TRIBE,TkVPVE9LWU8tVFJJQkU,3.5,interpolated,3.333,1.07,0,0.4,8,0,0
NGT48,TkdUNDg,4,interpolated,4.063,3.58,0,0.56,46,0,0
NILKLY,TklMS0xZ,3.5,interpolated,3.325,2.02,6.11,0.88,7,0,0
NUANCE,TlVBTkNF,4,interpolated,3.95,3.21,8.34,0.64,7,0,0
"Not Secured,Loose Ends",Tm90IFNlY3VyZWQsTG9vc2UgRW5kcw,4.5,interpolated,4.462,3.3,9.68,0.33,3,0,0
NaNoMoRaL,TmFOb01vUmFM,5,interpolated,5,7.35,0,0,0,0,0
Negicco,TmVnaWNjbw,5,interpolated,5,14.17,22.01,0.4,2,0,0
NightOwl,TmlnaHRPd2w,5,interpolated,5,4.61,5.87,0.2,1,0,0
Nゼロ,TuOCvOODrQ,3.5,interpolated,3.276,1.57,15.18,0.97,93,0,0
O'CHAWANZ HIP-HOP COLLEGE,TydDSEFXQU5aIEhJUC1IT1AgQ09MTEVHRQ,3.5,interpolated,3.362,2.18,8.51,0.8,8,0,0
SOMOSOMO,U09NT1NPTU8,4.5,interpolated,4.272,2.84,6.01,0.33,5,0,0
SAI²Rium,U0FJwrJSaXVt,3.5,interpolated,3.27,1.19,2.95,0.65,13,0,0
SAKA-SAMA,U0FLQS1TQU1B,3.5,interpolated,3.342,1.61,8.59,0.72,13,0,0
SANDAL TELEPHONE,U0FOREFMIFRFTEVQSE9ORQ,3.5,interpolated,3.383,2.33,8.01,1,12,0,0
SAY-LA,U0FZLUxB,3.5,interpolated,3.386,2.29,10.54,0.78,29,0,0
SAiNT SEX,U0FpTlQgU0VY,4.5,interpolated,4.53,4.37,0,0.42,5,0,0
SITUASION,U0lUVUFTSU9O,5,interpolated,4.93,4.33,0,0.17,1,0,0
SKE48,U0tFNDg,4,interpolated,3.962,4.67,0,0.74,172,0,0
SPRISE,U1BSSVNF,3.5,interpolated,3.558,2.41,6.09,0.64,9,0,0
STARMARIE,U1RBUk1BUklF,4.5,interpolated,4.608,7.42,17.51,0.7,7,0,0
STARRY×NIGHT↗︎,U1RBUlJZw5dOSUdIVOKGl--4jg,3.5,interpolated,3.416,0.98,1.17,0.17,1,0,0
STAiNY,U1RBaU5Z,3.5,interpolated,3.415,1.7,4.5,0.62,13,0,0
STU48,U1RVNDg,4,interpolated,4.055,4.01,0,0.63,50,0,0
SUPER☆GiRLS,U1VQRVLimIZHaVJMUw,4,interpolated,3.958,4.49,15.04,0.76,28,0,0
SWEET STEADY,U1dFRVQgU1RFQURZ,3.5,interpolated,3.581,1.38,1.45,0.13,1,0,0
Someday Somewhere,U29tZWRheSBTb21ld2hlcmU,3.5,interpolated,3.691,3.51,0,1,6,0,0
Shojotai,U2hvam90YWk,3.5,interpolated,3.638,2.73,10.26,1,1,0,0
SiLENT←NOiSE,U2lMRU5U4oaQTk9pU0U,3,interpolated,3.204,0.84,3.35,0.65,11,0,0
Star★Cosμ’n,U3RhcuKYhUNvc8684oCZbg,3,interpolated,3.185,1.2,2.46,1,1,0,0
Star☆FioreNerd,U3RhcuKYhkZpb3JlTmVyZA,4,interpolated,3.91,5.07,0,1,1,0,0
Star♩dropTune°,U3RhcuKZqWRyb3BUdW5lwrA,3,interpolated,3.144,1.03,0,1,1,0,0
Sweet Alley,U3dlZXQgQWxsZXk,4.5,interpolated,4.294,3,6.13,0.36,5,0,0
POPPiNG EMO,UE9QUGlORyBFTU8,4.5,interpolated,4.651,4,0,0.29,2,0,0
PANDAMIC,UEFOREFNSUM,4.5,interpolated,4.322,4.12,9.09,0.55,6,0,0
PARADISES,UEFSQURJU0VT,5,interpolated,4.948,4.37,0,0.17,1,0,0
PASTEL RADIO,UEFTVEVMIFJBRElP,3.5,interpolated,3.341,0.79,1.27,0.14,1,0,0
PIGGS,UElHR1M,4.5,interpolated,4.512,3.21,5.21,0.25,3,0,0
PRSMIN,UFJTTUlO,4.5,interpolated,4.36,3,4.11,0.29,2,0,0
Payrin's,UGF5cmluJ3M,3.5,interpolated,3.359,1.97,8.84,0.76,13,0,0
Palette Parade,UGFsZXR0ZSBQYXJhZGU,4,interpolated,3.891,2.31,3.83,0.3,3,0,0
Panic Monster !n Wonderland,UGFuaWMgTW9uc3RlciAhbiBXb25kZXJsYW5k,3.5,interpolated,3.522,1.48,2.68,0.38,6,0,0
Party chuuuN!,UGFydHkgY2h1dXVOIQ,3.5,interpolated,3.262,0.56,1.8,0,0,0,0
PassCode,UGFzc0NvZGU,4.5,interpolated,4.533,5.47,0,0.56,5,0,0
Peel the Apple,UGVlbCB0aGUgQXBwbGU,4.5,interpolated,4.284,3.15,4.97,0.38,5,0,0
Perfume,UGVyZnVtZQ,5,interpolated,5,25.51,25.51,0,0,0,0
PiXMiX,UGlYTWlY,4,interpolated,3.789,3.88,6.49,1,4,0,0
Pimm's,UGltbSdz,5,interpolated,4.822,8.61,12.11,0.7,7,0,0
PinkySpice,UGlua3lTcGljZQ,4,interpolated,4.109,3.26,6.03,0.53,9,0,0
Quubi,UXV1Ymk,4.5,interpolated,4.576,3.45,3.77,0.25,1,0,0
ROOKEY♡ROOKEYS,Uk9PS0VZ4pmhUk9PS0VZUw,3.5,interpolated,3.26,0.65,0,0.14,1,0,0
RAY,UkFZ,4,interpolated,4.181,3.35,6.22,0.5,4,0,0
READY TO KISS,UkVBRFkgVE8gS0lTUw,3.5,interpolated,3.569,2.5,0,0.77,24,0,0
REIRIE,UkVJUklF,4.5,interpolated,4.253,2.51,2.51,0,0,0,0
RIRYDAY,UklSWURBWQ,3.5,interpolated,3.299,0.83,1.01,0.33,2,0,0
Rocket Punch,Um9ja2V0IFB1bmNo,5,interpolated,5,6.01,5.91,0,0,0,0
RaRaJaM,UmFSYUphTQ,3.5,interpolated,3.282,0.67,0.62,0,0,0,0
Ringwanderung,UmluZ3dhbmRlcnVuZw,5,interpolated,4.767,4.05,5.62,0.29,2,0,0
WHITE SCORPION,V0hJVEUgU0NPUlBJT04,3.5,interpolated,3.739,1.76,1.74,0,0,0,0
WT☆Egret,V1TimIZFZ3JldA,3.5,interpolated,3.377,2.47,0,0.76,16,0,0
TOKYOてふてふ,VE9LWU_jgabjgbXjgabjgbU,4.5,interpolated,4.256,3.3,4.51,0.43,3,0,0
TEAM SHACHI,VEVBTSBTSEFDSEk,5,interpolated,5,11.24,13.82,0.33,2,0,0
TENRIN,VEVOUklO,3.5,interpolated,3.424,2.09,5.11,0.56,9,0.14,1
THE ORCHESTRA TOKYO,VEhFIE9SQ0hFU1RSQSBUT0tZTw,4.5,interpolated,4.474,3.3,4.35,0.29,2,0,0
THE ENCORE,VEhFIEVOQ09SRQ,4,interpolated,3.865,2.04,2.35,0.13,1,0,0
THE HOOPERS,VEhFIEhPT1BFUlM,3.5,interpolated,3.712,3.25,11.51,1,11,0,0
Tohkei,VG9oa2Vp,4,interpolated,3.773,1.83,2,0,0,0,0
Toi Toi Toi,VG9pIFRvaSBUb2k,3,interpolated,3.106,0.25,0.25,0,0,0,0
Task have Fun,VGFzayBoYXZlIEZ1bg,5,interpolated,5,9.42,0,0,0,0,0
UNBS,VU5CUw,4.5,interpolated,4.293,4.54,0,0.56,9,0,0
UtaGe!,VXRhR2Uh,3.5,interpolated,3.663,1.86,3.22,0.36,4,0,0
VILLAINS HOUSE,VklMTEFJTlMgSE9VU0U,3.5,interpolated,3.387,0.92,0.93,0.13,1,0,0
W.ダブルヴィー,Vy7jg4Djg5bjg6vjg7TjgqPjg7w,3.5,interpolated,3.418,2.08,0,0.65,17,0,0
XOXO EXTREME,WE9YTyBFWFRSRU1F,4,interpolated,3.963,3.27,9.34,0.64,7,0,0
XTEEN,WFRFRU4,3.5,interpolated,3.411,2.08,7.41,0.73,8,0,0
YOLOZ,WU9MT1o,3.5,interpolated,3.633,1.51,1.5,0,0,0,0
YAMINABE,WUFNSU5BQkU,4,interpolated,3.815,2.39,0,0.33,1,0,0
ZOCX,Wk9DWA,3.5,interpolated,3.519,2.44,0,0.63,10,0,0
ZUTTOMOTTO,WlVUVE9NT1RUTw,3,interpolated,2.968,0.94,2.41,0.44,7,0.347,2
chuLa,Y2h1TGE,3,interpolated,3.077,1.65,8.16,0.8,28,0.21,1
ambitious,YW1iaXRpb3Vz,4,interpolated,3.831,1.98,4.27,0.25,5,0,0
ai*ai,YWkqYWk,3.5,interpolated,3.464,1.73,3.44,0.56,5,0,0
airattic,YWlyYXR0aWM,4.5,interpolated,4.529,3.15,3.43,0,0,0,0
diig,ZGlpZw,3.5,interpolated,3.352,0.84,0.8,0,0,0,0
et-アンド-,ZXQt44Ki44Oz44OJLQ,3.5,interpolated,3.743,3.67,4.21,1,4,0,0
fancylabo,ZmFuY3lsYWJv,4,interpolated,4.129,2.42,22.51,0,0,0,0
femme fatale,ZmVtbWUgZmF0YWxl,5,interpolated,5,6.76,6.7,0,0,0,0
fishbowl,ZmlzaGJvd2w,4.5,interpolated,4.32,2.74,4.51,0.25,2,0,0
kolme,a29sbWU,5,interpolated,5,10.42,0,0,0,0,0
AMAKAZE,a7805041-7cce-4541-86b5-a3fe06d3d4ea,4,interpolated,3.775,1.71,4.66,0.05,3,0,0
hakanai,aGFrYW5haQ,3.5,interpolated,3.588,1.39,1.54,0.17,1,0,0
i-COL,aS1DT0w,5,interpolated,4.954,4.18,4.14,0,0,0,0
iLiFE!,aUxpRkUh,2,override,3.367,1.47,5.08,0.63,15,0,0
iSPY,aVNQWQ,4,interpolated,3.815,2.29,3.93,0.36,4,0,0
ideal peco,aWRlYWwgcGVjbw,4,interpolated,3.864,2.07,1.8,0,0,0,0
i☆Ris,aeKYhlJpcw,5,interpolated,5,12.05,13.51,0.17,1,0,0
lol,bG9s,5,interpolated,5,10.84,0,0,0,0,0
lonlium,bG9ubGl1bQ,4,interpolated,3.883,2.21,0,0,0,0,0
Lyrical School,bHlyaWNhbCBzY2hvb2w,4.5,interpolated,4.358,4.56,14.76,0.58,11,0,0
may in film,bWF5IGluIGZpbG0,3.5,interpolated,3.586,1.98,4.18,0.5,4,0,0
metarium,bWV0YXJpdW0,3.5,interpolated,3.704,1.93,2.73,0.33,3,0,0
miscast,bWlzY2FzdA,5,interpolated,5,5.84,6.08,0,0,0,0
my fav,bXkgZmF2,3.5,interpolated,3.427,1.25,0,0.33,3,0,0
selfish,c2VsZmlzaA,3.5,interpolated,3.576,1.44,0,0.14,1,0,0
ponderosa may bloom,cG9uZGVyb3NhIG1heSBibG9vbQ,3.5,interpolated,3.283,1.2,1.33,0.6,3,0,0
pinponpanpon,cGlucG9ucGFucG9u,3.5,interpolated,3.476,1.19,0,0.2,1,0,0
predia,cHJlZGlh,4,interpolated,4.13,4.38,15.51,0.67,2,0,0
ドレスコード,d231b9f2-f247-4cf5-8d57-35365fd73f16,3.5,interpolated,3.283,0.67,0.79,0,0,0,0
iON!,d698eb6b-e82f-48f1-a2df-6cf858315ad4,3,interpolated,3.087,0.21,0.21,0,0,0,0
Ragken!,d8f8e543-16c7-4f7e-8903-ded7ec8c5380,4.5,interpolated,4.654,3.97,5.83,0.33,4,0,0
tipToe.,dGlwVG9lLg,3.5,interpolated,3.616,2.57,8.67,1,16,0,0
uijin,dWlqaW4,3.5,interpolated,3.699,3.16,8.59,1,4,0,0
ukka,dWtrYQ,5,interpolated,5,6.09,10.18,0.3,3,0,0
ガガピエロ,df3e70ea-93af-41a2-bc29-22f7087350d8,3.5,interpolated,3.306,2.06,2.47,1,6,0,0
ヒロインズ研究生大阪,dff1e0bf-9b5e-4a9c-85db-5379cafb7513,3,interpolated,3.015,0.04,0.03,0,0,0,0
yosugala,eW9zdWdhbGE,4.5,interpolated,4.5,3.09,3.14,0,0,0,0
yumegiwa last girl,eXVtZWdpd2EgbGFzdCBnaXJs,4,interpolated,4.065,2.72,4.76,0.44,4,0,0
zanka,emFua2E,4,interpolated,3.752,1.77,2.26,0,0,0,0
Amakara!,QW1ha2FyYSE,4,interpolated,3.839,2.1,0,0,0,0,0
Dear8,RGVhcjg,5,interpolated,5,22.83,0,1,1,0,0
S→gexte,U+KGkmdleHRl,5,interpolated,5,19,0,1,1,0,0
Wonder Weed,V29uZGVyIFdlZWQ,3.5,interpolated,3.302,2.16,0,1,1,0,0
emperice,ZW1wZXJpY2U,5,interpolated,5,9.26,0,0,0,0,0
iLiFE!候補生,aUxpRkUh5YCZ6KOc55Sf,5,interpolated,5,25.51,0,0,0,0,0
meme tokyo.,bWVtZSB0b2t5by4,3,interpolated,3.092,0.66,0,1,1,0,0
カオスピピス,44Kr44Kq44K544OU44OU44K5,3,interpolated,3,0,0,0,0,0,0
キラキラゲリラ,44Kt44Op44Kt44Op44Ky44Oq44Op,5,interpolated,5,12.51,0,0,0,0,0
チャチャチャ倶楽部,44OB44Oj44OB44Oj44OB44Oj5YC25qW96YOo,5,interpolated,4.985,12.75,0,1,1,0,0
ブラックDPG,44OW44Op44OD44KvRFBH,5,interpolated,5,12.42,0,0,0,0,0
モユルハル,44Oi44Om44Or44OP44Or,3,interpolated,3.077,0.55,0,1,1,0,0
女塾オールスターズ,5aWz5aG+44Kq44O844Or44K544K/44O844K6,5,interpolated,5,7.93,0,0,0,0,0
拳銃少女,5ouz6YqD5bCR5aWz,5,interpolated,5,12.93,0,0,0,0,0
聖☆ボナプロ学園,6IGW4piG44Oc44OK44OX44Ot5a2m5ZyS,5,interpolated,5,12.51,0,0,0,0,0
Root mimi,Um9vdCBtaW1p,3,interpolated,3.04,0.1,0.1,0,0,0,0
MOBIUS,TU9CSVVT,3,interpolated,3.125,0,6.26,0,0,0,0
妄愛グラビティ,5aaE5oSb44Kw44Op44OT44OG44Kj,3,interpolated,3.125,0,6.26,0,0,0,0
鵺,6bW6,3,interpolated,3.135,0,6.76,0,0,0,0
なう♡すとれーじ,Tm93U3RvcmFnZQ,3,interpolated,3,0,0,0,0,0,0
