name,uid,reputation,source,interpolated_raw,avg_stint_years,group_age_years,churn,past_stints,scandal_penalty,scandal_count
PARADISES,UEFSQURJU0VT,5,interpolated,5,5.25,0,0.17,1,0,0
STARMARIE,U1RBUk1BUklF,4.5,interpolated,4.665,7.74,18.57,0.7,7,0,0
イケてるハーツ,44Kk44Kx44Gm44KL44OP44O844OE,4,interpolated,3.847,4.62,0,0.81,29,0,0
8bitBRAIN,OGJpdEJSQUlO,4,interpolated,3.787,3.79,8.41,1,10,0,0
yumegiwa last girl,eXVtZWdpd2EgbGFzdCBnaXJs,4.5,interpolated,4.253,3.31,5.82,0.44,4,0,0
BABY-CRAYON〜1361〜,QkFCWS1DUkFZT07jgJwxMzYx44Cc,4.5,interpolated,4.483,3.86,5.07,0.4,2,0,0
CHICKEN BLOW THE IDOL,Q0hJQ0tFTiBCTE9XIFRIRSBJRE9M,2.5,interpolated,2.546,3.02,9.57,0.67,6,1.12,4
つぼみ大革命,44Gk44G844G_5aSn6Z2p5ZG9,4,interpolated,3.909,4.67,16.32,1,39,0,0
963,OTYz,3.5,interpolated,3.343,4.6,13.07,0.57,4,0.84,3
BANZAI JAPAN,QkFOWkFJIEpBUEFO,2.5,interpolated,2.68,3.32,12.23,0.85,44,0.84,3
JYA☆PON 2.0,SllB4piGUE9OIDIuMA,3,interpolated,3.16,0,8.9,0,0,0,0
READY TO KISS,UkVBRFkgVE8gS0lTUw,3.5,interpolated,3.563,2.57,0,0.79,26,0,0
JUGS MAFIA,SlVHUyBNQUZJQQ,3,interpolated,3.176,1.08,3.47,0.93,14,0,0
#PEXACOA,I1BFWEFDT0E,3,interpolated,2.757,1.58,6.32,1,22,0.508,1
クロスノエシス,44Kv44Ot44K544OO44Ko44K344K5,3.5,interpolated,3.713,3.3,7.17,1,6,0,0
MANACLE,TUFOQUNMRQ,5,interpolated,5,4.31,5.87,0.14,1,0,0
2o Love to Sweet Bullet,Mm8gTG92ZSB0byBTd2VldCBCdWxsZXQ,3.5,interpolated,3.612,2.95,0,1,20,0,0
Chu-Z,Q2h1LVo,4.5,interpolated,4.355,5.93,0,0.67,8,0,0
校庭カメラガール,5qCh5bqt44Kr44Oh44Op44Ks44O844Or,3,interpolated,3,0,0,0,0,0,0
MEWM,TUVXTQ,3.5,interpolated,3.747,3.59,6.32,1,9,0,0
HAMIDASYSTEM,SEFNSURBU1lTVEVN,3.5,interpolated,3.304,1.77,9.73,1,6,0,0
MAGICOUR,TUFHSUNPVVI,5,interpolated,5,5.85,6.57,0,0,0,0
外神田いっちょめ,5aSW56We55Sw44GE44Gj44Gh44KH44KB,3.5,interpolated,3.673,3.38,0,0.8,74,0,0
et-アンド-,ZXQt44Ki44Oz44OJLQ,4,interpolated,3.751,3.67,5.27,1,4,0,0
グーグールル,44Kw44O844Kw44O844Or44Or,3.5,interpolated,3.406,2.5,8.3,1,6,0,0
NILKLY,TklMS0xZ,3.5,interpolated,3.351,2.15,7.18,0.88,7,0,0
Five emotion,Rml2ZSBlbW90aW9u,5,interpolated,5,5.65,5.65,0,0,0,0
EMOE,RU1PRQ,3.5,interpolated,3.609,2.53,7.94,0.8,8,0,0
OLNew,T0xOZXc,3,interpolated,3.184,1.21,2.1,1,7,0,0
ARCANA PROJECT,QVJDQU5BIFBST0pFQ1Q,4.5,interpolated,4.479,4.28,7.57,0.25,2,0.28,1
Ma’Scar’Piece,TWHigJlTY2Fy4oCZUGllY2U,4,interpolated,3.763,1.81,1.99,0,0,0,0
東京女子流,5p2x5Lqs5aWz5a2Q5rWB,5,interpolated,5,14.19,17.57,1,5,0,0
BABYBEARD,QkFCWUJFQVJE,4.5,interpolated,4.304,4.12,0,0.5,2,0,0
ばってん少女隊,44Gw44Gj44Gm44KT5bCR5aWz6ZqK,5,interpolated,5,6.19,11.1,0.36,4,0,0
FES☆TIVE,RkVT4piGVElWRQ,3.5,interpolated,3.696,2.67,13.34,0.74,23,0,0
TEAM SHACHI,VEVBTSBTSEFDSEk,5,interpolated,4.876,11.57,14.88,1,6,0,0
KLP48,S0xQNDg,3.5,interpolated,3.597,1.49,0,0.04,1,0,0
WHITE SCORPION,V0hJVEUgU0NPUlBJT04,4.5,interpolated,4.385,2.82,2.81,0,0,0,0
タイトル未定,44K_44Kk44OI44Or5pyq5a6a,4.5,interpolated,4.403,3.41,6.28,0.38,3,0,0
UtaGe!,VXRhR2Uh,4,interpolated,3.773,2.32,4.28,0.42,5,0,0
ハルニシオン,44OP44Or44OL44K344Kq44Oz,3.5,interpolated,3.659,1.57,1.56,0,0,0,0
NECRONOMIDOL,TkVDUk9OT01JRE9M,2.5,interpolated,2.601,1.88,12.48,0.96,22,0.718,2
SUPER☆GiRLS,U1VQRVLimIZHaVJMUw,4,interpolated,3.999,4.75,16.1,0.76,28,0,0
まねきケチャ,44G-44Gt44GN44Kx44OB44Oj,4,interpolated,4.128,3.92,0,0.57,8,0,0
仮面ライダーGIRLS,5Luu6Z2i44Op44Kk44OA44O8R0lSTFM,4.5,interpolated,4.659,7.49,0,0.67,6,0,0
fishbowl,ZmlzaGJvd2w,4,interpolated,4.169,2.83,5.57,0.4,4,0,0
PIGGS,UElHR1M,4.5,interpolated,4.656,3.95,6.27,0.33,4,0,0
chuLa,Y2h1TGE,2.5,interpolated,2.377,1.75,9.22,0.81,30,0.925,3
Dancing Dolls,RGFuY2luZyBEb2xscw,5,interpolated,5,9.76,15.57,0.29,2,0,0
なみだ色の消しごむ,44Gq44G_44Gg6Imy44Gu5raI44GX44GU44KA,4,interpolated,3.966,2.53,8.13,0.13,1,0.207,1
ベロティカ,44OZ44Ot44OG44Kj44Kr,4,interpolated,4.003,2.37,2.82,0.17,1,0,0
Maison book girl,TWFpc29uIGJvb2sgZ2lybA,4,interpolated,4.033,5.55,12.57,1,5,0,0
バンドじゃないもん！MAXX NAKAYOSHI,44OQ44Oz44OJ44GY44KD44Gq44GE44KC44KT77yBTUFYWCBOQUtBWU9TSEk,5,interpolated,5,10.31,0,0.38,3,0,0
MAZE,TUFaRQ,4,interpolated,3.874,2.94,4.57,0.33,2,0.207,1
GILTY × GILTY,R0lMVFkgw5cgR0lMVFk,5,interpolated,4.946,4.16,4.19,0,0,0,0
ASP,QVNQ,4,interpolated,3.76,3.72,5.57,1,9,0,0
ukka,dWtrYQ,4,interpolated,4.197,6.72,11.24,1,10,0,0
INUWASI,SU5VV0FTSQ,5,interpolated,5,5.56,0.92,0.14,1,0,0
新章 大阪☆春夏秋冬,5paw56ugIOWkp-mYquKYhuaYpeWkj-eni-WGrA,4,interpolated,4.223,5.99,4.06,0.73,11,0,0
ラフ×ラフ,44Op44OVw5fjg6njg5U,4.5,interpolated,4.627,3.39,3.64,0.11,1,0,0
"Not Secured,Loose Ends",Tm90IFNlY3VyZWQsTG9vc2UgRW5kcw,4.5,interpolated,4.704,4.01,10.74,0.33,3,0,0
Negicco,TmVnaWNjbw,5,interpolated,5,14.81,23.07,0.4,2,0,0
モノクローン,44Oi44OO44Kv44Ot44O844Oz,3,interpolated,2.933,1.31,6.29,1,20,0.294,1
手羽先センセーション,5omL57695YWI44K744Oz44K744O844K344On44Oz,3.5,interpolated,3.394,1.97,9.09,0.73,19,0,0
りんご娘,44KK44KT44GU5aiY,3.5,interpolated,3.697,3.55,0,0.82,18,0,0
Peel the Apple,UGVlbCB0aGUgQXBwbGU,3,interpolated,2.867,2.85,6.03,0.59,10,0.854,3
群青の世界,576k6Z2S44Gu5LiW55WM,3,interpolated,3.179,2.38,7.59,1,13,0.207,1
"Mirror,Mirror",TWlycm9yLE1pcnJvcg,4.5,interpolated,4.616,3.52,4.49,0.25,2,0,0
AdamLilith,QWRhbUxpbGl0aA,5,interpolated,4.864,3.97,3.84,0,0,0,0
REIRIE,UkVJUklF,4.5,interpolated,4.699,3.57,3.57,0,0,0,0
pinponpanpon,cGlucG9ucGFucG9u,4,interpolated,3.816,2.04,0,0.2,1,0,0
最終未来少女,5pyA57WC5pyq5p2l5bCR5aWz,3.5,interpolated,3.526,1.51,3.57,0.4,2,0,0
JamsCollection,SmFtc0NvbGxlY3Rpb24,1,interpolated,1,2.6,5.52,0.63,10,2.675,9
GANG PARADE,R0FORyBQQVJBREU,4,interpolated,3.76,3.6,11.9,0.84,16,0,0
ExWHYZ,RXhXSFla,4.5,interpolated,4.482,3.55,4.16,0.33,2,0,0
MAD JAMIE,TUFEIEpBTUlF,3.5,interpolated,3.359,2.3,5.25,0.8,4,0,0
Appare!,QXBwYXJlIQ,5,interpolated,4.807,4.86,0,0.36,5,0,0
TENRIN,VEVOUklO,3.5,interpolated,3.424,2.11,6.17,0.58,11,0.14,1
CY8ER,Q1k4RVI,3.5,interpolated,3.713,3.67,0,1,6,0,0
IRONBUNNY,SVJPTkJVTk5Z,3.5,interpolated,3.335,2.4,0,1,4,0,0
ノースリーブス,44OO44O844K544Oq44O844OW44K5,5,interpolated,5,17.9,0,0,0,0,0
Isiliel,SXNpbGllbA,5,interpolated,4.929,4.32,0,0,0,0,0
NANIMONO,TkFOSU1PTk8,4.5,interpolated,4.27,2.79,4.21,0.3,3,0,0
マーキュロ,44Oe44O844Kt44Ol44Ot,5,interpolated,4.86,3.94,4.09,0.14,1,0,0
Onephony,T25lcGhvbnk,4.5,interpolated,4.694,3.55,3.7,0.17,1,0,0
ドラマチックレコード,44OJ44Op44Oe44OB44OD44Kv44Os44Kz44O844OJ,2.5,interpolated,2.576,2.37,3.85,0.4,4,1.223,3
マザリ,44Oe44K244Oq,4,interpolated,3.797,1.9,1.79,0,0,0,0
NGT48,TkdUNDg,4,interpolated,4.176,4.05,0,0.56,46,0,0
CYNHN,Q1lOSE4,5,interpolated,5,6.25,9.09,0.43,3,0,0
NEO JAPONISM,TkVPIEpBUE9OSVNN,4,interpolated,4.157,3.36,0,0.46,6,0,0
i-COL,aS1DT0w,5,interpolated,5,5.2,5.2,0,0,0,0
Devil ANTHEM.,RGV2aWwgQU5USEVNLg,4.5,interpolated,4.521,4.86,11.62,0.54,7,0,0
可憐なアイボリー,5Y-v5oaQ44Gq44Ki44Kk44Oc44Oq44O8,4.5,interpolated,4.265,3.75,4.89,0.23,3,0.28,1
君に、胸キュン。,5ZCb44Gr44CB6IO444Kt44Ol44Oz44CC,3,interpolated,2.81,2.56,7.95,0.67,16,0.767,3
ジエメイ,44K444Ko44Oh44Kk,3.5,interpolated,3.625,3.2,4.24,0.6,3,0.14,1
Merry BAD TUNE.,TWVycnkgQkFEIFRVTkUu,5,interpolated,4.944,4.16,4.1,0,0,0,0
豆柴の大群,6LGG5p-044Gu5aSn576k,3.5,interpolated,3.644,3.17,0,0.88,7,0,0
RAY,UkFZ,4.5,interpolated,4.339,3.53,7.29,0.44,4,0,0
MADMED,TUFETUVE,3,interpolated,3.215,1.54,0,0.8,4,0,0
ME:I,TUU6SQ,4.5,interpolated,4.262,2.66,0,0,0,0,0
超ときめき♡宣伝部,6LaF44Go44GN44KB44GN4pmh5a6j5Lyd6YOo,5,interpolated,5,7.24,0,0.44,4,0,0
ファントムシータ,44OV44Kh44Oz44OI44Og44K344O844K_,4,interpolated,3.904,2.15,2.09,0,0,0,0
きゅるりんってしてみて,44GN44KF44KL44KK44KT44Gj44Gm44GX44Gm44G_44Gm,5,interpolated,5,5.05,5.51,0.2,1,0,0
日向坂46,5pel5ZCR5Z2CNDY,5,interpolated,4.778,5.09,0,0.4,19,0,0
BiSH,QmlTSA,4,interpolated,4.061,6.15,0,1,8,0,0
ももいろクローバーZ,44KC44KC44GE44KN44Kv44Ot44O844OQ44O8Wg,5,interpolated,5,8.02,19.57,0.58,7,0,0
≠ME,4omgTUU,5,override,5,6.22,6.98,0.17,2,0,0
Billlie,QmlsbGxpZQ,5,interpolated,5,4.81,4.71,0,0,0,0
SWEET STEADY,U1dFRVQgU1RFQURZ,4,interpolated,3.974,2.31,2.51,0.13,1,0,0
Buono!,QnVvbm8h,4.5,interpolated,4.588,9.92,0,1,3,0,0
≒JOY,4omSSk9Z,4.5,override,4.94,4.13,4.33,0.08,1,0,0
NMB48,Tk1CNDg,4,interpolated,4.127,4.3,16.57,0.66,142,0,0
i☆Ris,aeKYhlJpcw,5,interpolated,5,12.93,14.57,0.17,1,0,0
私立恵比寿中学,56eB56uL5oG15q-U5a-_5Lit5a2m,4.5,interpolated,4.491,6.23,16.98,0.67,14,0,0
AVAM,QVZBTQ,4.5,interpolated,4.724,3.57,4.82,0,0,0,0
高嶺のなでしこ,6auY5ba644Gu44Gq44Gn44GX44GT,4,override,3.351,3.93,4.05,0.1,1,1.302,3
Cherry Bullet,Q2hlcnJ5IEJ1bGxldA,4,interpolated,3.818,4.04,7.52,1,3,0,0
PassCode,UGFzc0NvZGU,4.5,interpolated,4.648,5.95,0,0.56,5,0,0
いぎなり東北産,44GE44GO44Gq44KK5p2x5YyX55Sj,5,interpolated,5,9.64,10.97,0.1,1,0,0
のんふぃく！,44Gu44KT44G144GD44GP77yB,4.5,interpolated,4.585,3.2,5.31,0.17,2,0,0
EMPiRE,RU1QaVJF,3.5,interpolated,3.727,3.37,8.93,1,9,0,0
ZOCX,Wk9DWA,4,interpolated,3.804,2.84,0,0.63,10,0,0
GENIC,R0VOSUM,5,interpolated,5,6.74,6.17,0,0,0,0
でんぱ組.inc,44Gn44KT44Gx57WELmluYw,4,interpolated,4.229,6.95,16.15,0.93,14,0,0
Girls²,R2lybHPCsg,5,interpolated,5,6.9,0,0.22,2,0,0
清竜人25,5riF56uc5Lq6MjU,3.5,interpolated,3.328,1.94,11.9,1,13,0,0
SKE48,U0tFNDg,4,interpolated,3.978,4.94,0,0.75,175,0,0
HKT48,SEtUNDg,4.5,interpolated,4.506,5.81,15.57,0.63,77,0,0
Broken By The Scream,QnJva2VuIEJ5IFRoZSBTY3JlYW0,4.5,interpolated,4.576,4.73,9.57,0.5,4,0,0
フィロソフィーのダンス,44OV44Kj44Ot44K944OV44Kj44O844Gu44OA44Oz44K5,5,interpolated,5,6.86,0,0.29,2,0,0
KAQRIYOTERROR,S0FRUklZT1RFUlJPUg,4.5,interpolated,4.429,2.67,8.99,0,0,0,0
℃-ute,4oSDLXV0ZQ,5,interpolated,5,14.4,21.16,0.38,3,0,0
夜光性アミューズ,5aSc5YWJ5oCn44Ki44Of44Ol44O844K6,3.5,interpolated,3.283,2.87,5.36,0.45,5,0.621,3
わーすた,44KP44O844GZ44Gf,5,interpolated,5,10.49,11.57,0.2,1,0,0
AMEFURASSHI,QU1FRlVSQVNTSEk,3.5,interpolated,3.708,6.15,7.73,1,5,0.207,1
CSR,Q1NS,5,interpolated,4.83,4.07,0,0,0,0,0
lol,bG9s,5,interpolated,5,11.9,0,0,0,0,0
Rocket Punch,Um9ja2V0IFB1bmNo,5,interpolated,5,7.07,6.97,0,0,0,0
femme fatale,ZmVtbWUgZmF0YWxl,5,interpolated,5,7.82,7.76,0,0,0,0
STU48,U1RVNDg,4,interpolated,4.196,3.81,0,0.52,50,0,0
我儘ラキア,5oiR5YSY44Op44Kt44Ki,4,interpolated,4.047,5.65,10.57,1,6,0,0
@onefive,QG9uZWZpdmU,5,interpolated,5,6.82,6.77,0,0,0,0
yosugala,eW9zdWdhbGE,5,interpolated,4.946,4.16,4.2,0,0,0,0
虹のコンキスタドール,6Jm544Gu44Kz44Oz44Kt44K544K_44OJ44O844Or,4,interpolated,3.983,4.67,12.04,0.76,22,0,0
ぜんぶ君のせいだ。,44Gc44KT44G25ZCb44Gu44Gb44GE44Gg44CC,3.5,interpolated,3.684,2.96,0,0.74,14,0,0
LE SSERAFIM,TEUgU1NFUkFGSU0,4.5,interpolated,4.748,3.66,4.24,0.17,1,0,0
BABYMONSTER,QkFCWU1PTlNURVI,4.5,interpolated,4.55,3.24,2.67,0,0,0,0
BABYMETAL,QkFCWU1FVEFM,5,interpolated,5,10.7,16.57,0.25,1,0,0
=LOVE,PUxPVkU,4.5,override,5,8.54,8.98,0.17,2,0,0
乃木坂46,5LmD5pyo5Z2CNDY,4.5,interpolated,4.506,6.07,0,0.62,62,0,0
FRUITS ZIPPER,RlJVSVRTIFpJUFBFUg,5,interpolated,5,4.48,4.32,0,0,0,0
AKB48,QUtCNDg,4,interpolated,3.906,4.64,21.57,0.87,364,0,0
iLiFE!,aUxpRkUh,2,override,2.859,1.71,6.14,0.62,18,0.574,2
櫻坂46,5qu75Z2CNDY,5,interpolated,5,5.43,5.79,0.22,10,0,0
CUTIE STREET,Q1VUSUUgU1RSRUVU,4,interpolated,3.869,2.07,1.98,0,0,0,0
CANDY TUNE,Q0FORFkgVFVORQ,4.5,interpolated,4.697,3.57,3.48,0,0,0,0
じーくらむ！,44GY44O844GP44KJ44KA77yB,2,interpolated,1.996,1.61,6.58,1,10,1.275,4
ラストシーン,44Op44K544OI44K344O844Oz,3,interpolated,3.206,0.51,0.62,0.25,2,0,0
Nゼロ,TuOCvOODrQ,3.5,interpolated,3.281,1.61,16.24,0.97,93,0,0
Checkmate,Q2hlY2ttYXRl,3,interpolated,2.935,1.01,0,1,5,0.207,1
VILLAINS HOUSE,VklMTEFJTlMgSE9VU0U,3.5,interpolated,3.681,1.64,1.99,0.22,2,0,0
YAMINABE,WUFNSU5BQkU,4.5,interpolated,4.256,3.09,0,0.33,1,0,0
あげもん！,44GC44GS44KC44KT77yB,2.5,interpolated,2.676,1.44,5.01,1,15,0.56,2
ナト☆カン,44OK44OI4piG44Kr44Oz/#google_vignette,2,interpolated,1.801,3.64,14.63,0.8,41,1.765,6
リリシック学園,44Oq44Oq44K344OD44Kv5a2m5ZyS,3,interpolated,3.067,0.16,6.27,1,1,0,0
Pimm's,UGltbSdz,5,interpolated,4.879,8.93,13.18,0.7,7,0,0
Love Cocchi,TG92ZSBDb2NjaGk,4,interpolated,3.753,3.95,0,1,5,0,0
ドレスコード,d231b9f2-f247-4cf5-8d57-35365fd73f16,3,interpolated,3.003,0.99,1.85,0.2,2,0.431,2
ガガピエロ,df3e70ea-93af-41a2-bc29-22f7087350d8,3.5,interpolated,3.313,2.06,3.53,1,6,0,0
ヒロインズ研究生,9b937bbf-facf-437b-9815-94152bfe5805,3.5,interpolated,3.308,0.88,2.78,0.42,14,0,0
ナナコロビヤオキ,055cd81a-8c78-44ad-b74b-3f45fc551f9b,3.5,interpolated,3.253,1.3,2.12,0.36,4,0.207,1
iON!,d698eb6b-e82f-48f1-a2df-6cf858315ad4,3,interpolated,3.215,0.99,1.27,0.09,1,0.207,1
LADYBABY,72612662-7c13-4de8-b694-a800f9eb1dda,3.5,interpolated,3.505,2.05,11.57,0.64,16,0,0
AMAKAZE,a7805041-7cce-4541-86b5-a3fe06d3d4ea,4,interpolated,4.094,2.45,5.72,0.04,3,0,0
Raiden,743724ff-5c2d-4e42-85ab-95e7e5c42954,4.5,interpolated,4.391,2.69,5.72,0.06,8,0,0
Ragken!,d8f8e543-16c7-4f7e-8903-ded7ec8c5380,5,interpolated,4.913,4.68,6.89,0.33,4,0,0
SUIGETSU,764d49a4-9186-44f0-9c88-ab913d7c95ca,5,interpolated,4.833,3.8,5.72,0.06,4,0,0
BLK LiLiY,15c6385c-b09a-4dbc-89f1-fc96cef74fff,3,interpolated,3.22,1.3,5.35,1,7,0,0
Link STAR's,7e2b7bae-0b97-4c6c-8268-4923aa92c622,3,interpolated,3,0,0,0,0,0,0
Yumeiro H!L!T,4d9e63bf-672e-4b0a-86e6-40c8e5cc6689,5,interpolated,5,7.1,7.1,0,0,0,0
欅坂46,5qyF5Z2CNDY,3,interpolated,3.043,3.53,10.93,1,12,0.508,1
IZ*ONE,SVoqT05F,3.5,interpolated,3.404,2.5,7.75,1,3,0,0
モーニング娘。,44Oi44O844OL44Oz44Kw5aiY44CC,3,interpolated,3.16,0,29.57,0,0,0,0
Juice=Juice,SnVpY2U9SnVpY2U,3,interpolated,3.16,0,13.48,0,0,0,0
神宿,56We5a6_,3.5,interpolated,3.678,3.01,11.83,1,2,0,0
PiKi,UGlLaQ,3,interpolated,3.022,0,1.1,0,0,0,0
アンジュルム,44Ki44Oz44K444Ol44Or44Og,3,interpolated,3,0,0,0,0,0,0
Berryz工房,QmVycnl65bel5oi_,3,interpolated,3.16,0,22.57,0,0,0,0
BEYOOOOONDS,QkVZT09PT09ORFM,3,interpolated,3.155,0,7.77,0,0,0,0
つばきファクトリー,44Gk44Gw44GN44OV44Kh44Kv44OI44Oq44O8,3,interpolated,3,0,0,0,0,0,0
Pretty Chuu,UHJldHR5IENodXU,3,interpolated,3.022,0,1.11,0,0,0,0
MORE STAR,TU9SRSBTVEFS,3,interpolated,3,0,0,0,0,0,0
MEGAFON,TUVHQUZPTg,3.5,interpolated,3.543,1.29,1.31,0.14,1,0,0
幽世脅嚇,5bm95LiW6ISF5ZqH,3,interpolated,3,0,0,0,0,0,0
A応P,QeW_nFA,3,interpolated,3,0,0,0,0,0,0
OCHA NORMA,T0NIQSBOT1JNQQ,3,interpolated,3.092,0,4.62,0,0,0,0
アイドリング!!!,44Ki44Kk44OJ44Oq44Oz44KwISEh,3,interpolated,3,0,0,0,0,0,0
DRAW♡ME,RFJBV-KZoU1F,3,interpolated,3,0,0,0,0,0,0
MNL48,TU5MNDg,3,interpolated,3.16,0,8.25,0,0,0,0
ロージークロニクル,44Ot44O844K444O844Kv44Ot44OL44Kv44Or,3,interpolated,3,0,0,0,0,0,0
眉村ちあき,55yJ5p2R44Gh44GC44GN,3,interpolated,3,0,0,0,0,0,0
MYERA,TVlFUkE,3,interpolated,3.031,0,1.57,0,0,0,0
Buzy,QnV6eQ,3,interpolated,3.16,0,28.57,0,0,0,0
ハロプロ研修生,44OP44Ot44OX44Ot56CU5L-u55Sf,3,interpolated,3.16,0,16.34,0,0,0,0
ラストアイドル2期生,44Op44K544OI44Ki44Kk44OJ44OrMuacn-eUnw,3,interpolated,3,0,0,0,0,0,0
sora tob sakana,c29yYSB0b2Igc2FrYW5h,3,interpolated,3,0,0,0,0,0,0
さくら学院,44GV44GP44KJ5a2m6Zmi,5,interpolated,5,12.32,0,0,0,0,0
渡り廊下走り隊7,5rih44KK5buK5LiL6LWw44KK6ZqKNw,3,interpolated,3,0,0,0,0,0,0
Prizmmy☆,UHJpem1teeKYhg,3,interpolated,3,0,0,0,0,0,0
フェアリーズ,44OV44Kn44Ki44Oq44O844K6,3,interpolated,3,0,0,0,0,0,0
26時のマスカレイド,MjbmmYLjga7jg57jgrnjgqvjg6zjgqTjg4k,3,interpolated,3,0,0,0,0,0,0
GPP,R1BQ,3,interpolated,3,0,0,0,0,0,0
RealRomantic,UmVhbFJvbWFudGlj,3,interpolated,3.026,0,1.28,0,0,0,0
PIGMONZ,UElHTU9OWg,3,interpolated,3.143,0.36,0.35,0.25,1,0,0
ONEPIXCEL,T05FUElYQ0VM,3,interpolated,3,0,0,0,0,0,0
テンシンランマン,44OG44Oz44K344Oz44Op44Oz44Oe44Oz,3.5,interpolated,3.46,1.09,1.18,0,0,0,0
Straight Angeli,U3RyYWlnaHQgQW5nZWxp,3,interpolated,3.015,0,0.74,0,0,0,0
脇田もなり,6ISH55Sw44KC44Gq44KK,3,interpolated,3,0,0,0,0,0,0
Jewel,SmV3ZWw,3,interpolated,3.16,0,16.12,0,0,0,0
DIAVEL,RElBVkVM,3.5,interpolated,3.546,1.3,1.25,0,0,0,0
MilkyWay,TWlsa3lXYXk,3,interpolated,3,0,0,0,0,0,0
365°,MzY1wrA,3,interpolated,3,0,0,0,0,0,0
Chuning Candy,Q2h1bmluZyBDYW5keQ,3,interpolated,3,0,0,0,0,0,0
XINXIN,WElOWElO,3,interpolated,3.155,0.37,0.37,0,0,0,0
Gen1es,R2VuMWVz,3,interpolated,3,0,0,0,0,0,0
フレンチ・キス,44OV44Os44Oz44OB44O744Kt44K5,3,interpolated,3,0,0,0,0,0,0
MISS MERCY,TUlTUyBNRVJDWQ,3.5,interpolated,3.278,1.54,4.41,0.75,3,0,0
Toi Toi Toi,VG9pIFRvaSBUb2k,3.5,interpolated,3.485,1.15,1.31,0,0,0,0
amini,YW1pbmk,3,interpolated,3,0,0,0,0,0,0
セクト,44K744Kv44OI,3,interpolated,3,0,0,0,0,0,0
ハッピーくるくる,44OP44OD44OU44O844GP44KL44GP44KL,3,interpolated,3,0,0,0,0,0,0
悲撃のヒロイン症候群,5oKy5pKD44Gu44OS44Ot44Kk44Oz55eH5YCZ576k,3,interpolated,3,0,0,0,0,0,0
RYUTist,UllVVGlzdA,3,interpolated,3.16,0,15.57,0,0,0,0
ザ・コインロッカーズ,44K244O744Kz44Kk44Oz44Ot44OD44Kr44O844K6,3,interpolated,3,0,0,0,0,0,0
りンね,44KK44Oz44Gt,3,interpolated,3,0,0,0,0,0,0
Made in Maiden,TWFkZSBpbiBNYWlkZW4,3,interpolated,3.025,0,1.26,0,0,0,0
ギミック,44Ku44Of44OD44Kv,3,interpolated,3,0,0,0,0,0,0
Busters,QnVzdGVycw,3,interpolated,3,0,0,0,0,0,0
ミソラドエジソン,44Of44K944Op44OJ44Ko44K444K944Oz,3,interpolated,3,0,0,0,0,0,0
SOL,U09M,3,interpolated,3,0,0,0,0,0,0
CAL&RES,Q0FMJlJFUw,3,interpolated,3.233,1.42,4.95,0.81,17,0,0
ねおち,44Gt44GK44Gh,3,interpolated,3,0,0,0,0,0,0
神様の言う通り,56We5qeY44Gu6KiA44GG6YCa44KK,3,interpolated,3,0,0,0,0,0,0
絶望キネマ,57W25pyb44Kt44ON44Oe,3,interpolated,3,0,0,0,0,0,0
LUNARSOLAR,TFVOQVJTT0xBUg,3,interpolated,3,0,0,0,0,0,0
Especia,RXNwZWNpYQ,3,interpolated,3.16,0,14.15,0,0,0,0
Zsasz,WnNhc3o,3,interpolated,3.135,0,6.77,0,0,0,0
コレって恋ですか？,44Kz44Os44Gj44Gm5oGL44Gn44GZ44GL77yf,3,interpolated,3.138,0,6.91,0,0,0,0
プランクスターズ,44OX44Op44Oz44Kv44K544K_44O844K6,3,interpolated,3,0,0,0,0,0,0
可憐Girl's,5Y-v5oaQR2lybCdz,3,interpolated,3,0,0,0,0,0,0
SPACE GIRLS PLANET,U1BBQ0UgR0lSTFMgUExBTkVU,3,interpolated,3,0,0,0,0,0,0
Root mimi,Um9vdCBtaW1p,3,interpolated,3,0,0,0,0,0,0
log you,bG9nIHlvdQ,3,interpolated,3,0,0,0,0,0,0
めっ！,44KB44Gj77yB,3,interpolated,3,0,0,0,0,0,0
DEADLIFT LOLITA,REVBRExJRlQgTE9MSVRB,3,interpolated,3.16,0,9.41,0,0,0,0
アイドルネッサンス,44Ki44Kk44OJ44Or44ON44OD44K144Oz44K5,3,interpolated,3,0,0,0,0,0,0
ベイビーレイズJAPAN,44OZ44Kk44OT44O844Os44Kk44K6SkFQQU4,3,interpolated,3,0,0,0,0,0,0
CARRY LOOSE,Q0FSUlkgTE9PU0U,3,interpolated,3.143,0,7.16,0,0,0,0
吉川友,5ZCJ5bed5Y-L,3,interpolated,3,0,0,0,0,0,0
東京パフォーマンスドール,5p2x5Lqs44OR44OV44Kp44O844Oe44Oz44K544OJ44O844Or,3,interpolated,3,0,0,0,0,0,0
BeForU,QmVGb3JV,3,interpolated,3.16,0,26.57,0,0,0,0
RE-GE,UkUtR0U,3,interpolated,3.187,0.45,0.45,0,0,0,0
アストレイル,44Ki44K544OI44Os44Kk44Or,3,interpolated,3,0,0,0,0,0,0
PASSPO☆,UEFTU1BP4piG,3,interpolated,3,0,0,0,0,0,0
吉田凜音,5ZCJ55Sw5Yec6Z-z,3,interpolated,3,0,0,0,0,0,0
miscast,bWlzY2FzdA,5,interpolated,5,6.9,7.14,0,0,0,0
Rev.from DVL,UmV2LmZyb20gRFZM,3,interpolated,3,0,0,0,0,0,0
NEKIRU,TkVLSVJV,3,interpolated,3,0,0,0,0,0,0
