group_uid,group_name,name_romanji,formed_date_raw,gap_missing_or_invalid_formed_date,gap_empty_song_uids,gap_empty_discography,discography_row_count,disc_rows_empty_track_list,disc_rows_empty_track_song_uids,member_count_field,member_names_count,member_uids_nonempty_count,gap_roster_no_nonempty_uids,gap_roster_uids_short_of_names,wiki_url_missing_or_blank,agencies_missing_or_empty,all_disc_rows_missing_track_list,all_disc_rows_missing_track_song_uids,gap_flags_summary
6Zuo5qih5qeY44Gu44K944Op44Oq44K5,雨模様のソラリス,,,1,0,0,36,35,36,4,4,4,0,0,0,1,0,1,formed_date;disc_empty_track_list×35;disc_empty_track_song_uids×36;no_agencies
6Zu75b2x44Go5bCR5bm0Q1E,電影と少年CQ,Shounen,,1,0,0,14,14,14,4,4,0,1,1,0,1,1,1,formed_date;disc_empty_track_list×14;disc_empty_track_song_uids×14;roster_no_uids;roster_uids_short;no_agencies
RU1QQVRIWQ,EMPATHY,EMPATHY,2021-12-19,0,0,0,23,6,23,6,6,6,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×23
44GL44GZ44G_6I2J44Go44K544OG44Op,かすみ草とステラ,,,1,0,0,99,82,99,10,10,10,0,0,0,1,0,1,formed_date;disc_empty_track_list×82;disc_empty_track_song_uids×99;no_agencies
5qOYLeOBiuOBqeOCjS0,棘-おどろ-,,,1,0,0,184,52,184,6,6,6,0,0,0,1,0,1,formed_date;disc_empty_track_list×52;disc_empty_track_song_uids×184;no_agencies
44GC44Gf44G-44Gu44Gq44GL44GvOOODk-ODg-ODiOKBie-4jg,あたまのなかは8ビット⁉︎,,,1,0,0,26,26,26,6,6,6,0,0,0,1,1,1,formed_date;disc_empty_track_list×26;disc_empty_track_song_uids×26;no_agencies
44KP44KM44KJ44GM44OX44Ov44OX44Ov44OX44O844Ov44OX44Ov,われらがプワプワプーワプワ,Wareraga_Puwapuwapuuwapuwa,2016-05-26,0,0,0,20,18,20,8,8,8,0,0,0,0,0,1,disc_empty_track_list×18;disc_empty_track_song_uids×20
54K55p-T44OG44Oz44K744Kk5bCR5aWz44CC,点染テンセイ少女。,,2021-04-23,0,0,0,19,15,19,9,9,9,0,0,0,0,0,1,disc_empty_track_list×15;disc_empty_track_song_uids×19
QUZURVJT,AFTERS,AFTERS,2023-06-01,0,0,0,19,18,19,8,8,8,0,0,0,0,0,1,disc_empty_track_list×18;disc_empty_track_song_uids×19
44OV44Ol44O844OB44Oj44O844K144Kk44OA44O8,フューチャーサイダー,,2022-09-16,0,0,0,1,1,1,8,8,8,0,0,0,1,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;no_agencies
U2lMRU5U4oaQTk9pU0U,SiLENT←NOiSE,SiLENT←NOiSE,2022-02-28,0,0,0,5,5,5,5,5,5,0,0,0,0,1,1,disc_empty_track_list×5;disc_empty_track_song_uids×5
SGVsbG9Zb3V0aA,HelloYouth,HelloYouth,2018-07-28,0,0,0,6,1,6,6,6,6,0,0,0,1,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×6;no_agencies
44G744GP44KK44GP44Ki44Kk44OJ44Or6YOo,ほくりくアイドル部,Hokuriku_Idolbu,2016-06-12,0,0,0,9,1,9,15,15,15,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×9
WlVUVE9NT1RUTw,ZUTTOMOTTO,ZUTTOMOTTO,2023-02-04,0,0,0,1,1,1,8,8,8,0,0,0,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1
44K544Ov44Oz44K544Ov44Oz44K6,スワンスワンズ,,,1,0,0,9,9,9,2,2,2,0,0,0,1,1,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×9;no_agencies
QVFB,AQA,AQA,2023-12-24,0,0,0,6,6,6,6,6,6,0,0,0,0,1,1,disc_empty_track_list×6;disc_empty_track_song_uids×6
Uk9PS0VZ4pmhUk9PS0VZUw,ROOKEY♡ROOKEYS,ROOKEY♡ROOKEYS,,1,0,0,9,9,9,7,7,7,0,0,0,0,1,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×9
44Kr44Of44K144Oe44OR44Os44O844OJ,カミサマパレード,,,1,0,0,11,11,11,7,7,7,0,0,0,1,1,1,formed_date;disc_empty_track_list×11;disc_empty_track_song_uids×11;no_agencies
QWljb25n,Aicong,,2003-01-01,0,0,0,8,5,8,6,6,6,0,0,0,1,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×8;no_agencies
5LitMuaYoOeUu-ODl-ODreOCuOOCp-OCr-ODiOOCouOCpOODieODq-mDqA,中2映画プロジェクトアイドル部,,,1,1,0,184,52,184,0,0,0,0,0,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×52;disc_empty_track_song_uids×184;no_agencies
R08gVE8gVEhFIEJFRFM,GO TO THE BEDS,GO_TO_THE_BEDS,,1,0,0,9,9,9,11,11,10,0,1,0,0,1,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×9;roster_uids_short
TmlnaHRPd2w,NightOwl,NightOwl,2019-08-23,0,0,0,16,15,16,4,4,2,0,1,0,0,0,1,disc_empty_track_list×15;disc_empty_track_song_uids×16;roster_uids_short
WFRFRU4,XTEEN,XTEEN,2018-02-05,0,0,0,5,2,5,3,3,3,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×5
44OK44OK44Op44Oz44OJ,ナナランド,,2018-07-07,0,1,0,8,8,8,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×8;disc_empty_track_song_uids×8;no_agencies
TydDSEFXQU5aIEhJUC1IT1AgQ09MTEVHRQ,O'CHAWANZ HIP-HOP COLLEGE,O'CHAWANZ,2017-01-01,0,0,0,6,6,6,3,3,3,0,0,0,0,1,1,disc_empty_track_list×6;disc_empty_track_song_uids×6
bWF5IGluIGZpbG0,may in film,May_in_film,2021-05-01,0,0,0,12,1,12,5,5,5,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×12
SElHSCBTUElSSVRT,HIGH SPIRITS,HIGH_SPIRITS,2016-11-13,0,0,0,5,3,5,9,9,9,0,0,0,0,0,1,disc_empty_track_list×3;disc_empty_track_song_uids×5
QnVubnkgTGEgQ3Jldw,Bunny La Crew,Bunny_La_Crew,2022-05-09,0,0,0,1,1,1,7,7,7,0,0,0,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1
TUFHSUNBTCBTUEVD,MAGICAL SPEC,MAGICAL_SPEC,2021-01-01,0,0,0,6,4,6,12,12,12,0,0,0,1,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×6;no_agencies
UGFuaWMgTW9uc3RlciAhbiBXb25kZXJsYW5k,Panic Monster !n Wonderland,Panic Monster !n Wonderland,2022-10-31,0,1,0,14,14,14,9,9,9,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×14;disc_empty_track_song_uids×14;no_agencies
6Iqx44GE44KN44Gv,花いろは,Hana_Iroha,2020-02-01,0,0,0,11,11,11,10,10,10,0,0,0,0,1,1,disc_empty_track_list×11;disc_empty_track_song_uids×11
44Ks44Op44OB44Ki,ガラチア,,2023-10-01,0,0,0,14,0,14,5,5,1,0,1,0,1,0,1,disc_empty_track_song_uids×14;roster_uids_short;no_agencies
44OI44OK44Oq44Ki,トナリア,Tonariau_/_ONE'S_AGAIN,,1,0,0,16,16,16,4,4,4,0,0,0,1,1,1,formed_date;disc_empty_track_list×16;disc_empty_track_song_uids×16;no_agencies
QkFEIElWWQ,BAD IVY,,2013-01-01,0,0,0,28,26,28,10,10,6,0,1,0,1,0,1,disc_empty_track_list×26;disc_empty_track_song_uids×28;roster_uids_short;no_agencies
RlVMSVQgQk9Y,FULIT BOX,FULIT_BOX,2024-04-12,0,0,0,15,2,15,7,7,7,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×15
YWkqYWk,ai*ai,Ai*ai,2022-01-24,0,0,0,3,3,3,5,5,5,0,0,0,1,1,1,disc_empty_track_list×3;disc_empty_track_song_uids×3;no_agencies
QVZBQ0xVQg,AVACLUB,,2003-01-01,0,0,0,8,5,8,4,4,4,0,0,0,1,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×8;no_agencies
TWFsY29sbSBNYXNrIE1jTGFyZW4,Malcolm Mask McLaren,Malcolm_Mask_McLaren,2015-09-01,0,0,0,32,16,32,5,5,5,0,0,0,0,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×32
QW5nZeKYhlJldmU,Ange☆Reve,Ange☆Reve,2014-03-29,0,0,0,13,6,13,6,6,6,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×13
56We5L2_6L2f44GP44CB5r-A5oOF44Gu5aaC44GP44CC,神使轟く、激情の如く。,"Shinshi Todoroku, Gekijou no Gotoku.",,1,1,0,33,18,33,0,0,0,0,0,0,0,0,1,formed_date;empty_song_uids;disc_empty_track_list×18;disc_empty_track_song_uids×33
44Ki44OD44OX44Ki44OD44OX44Ks44O844Or44K677yI5Luu77yJ,アップアップガールズ（仮）,,,1,0,0,67,67,67,5,5,5,0,0,0,1,1,1,formed_date;disc_empty_track_list×67;disc_empty_track_song_uids×67;no_agencies
44GY44KF44GY44KF,じゅじゅ,JUJU,,1,0,0,70,37,70,4,4,4,0,0,0,0,0,1,formed_date;disc_empty_track_list×37;disc_empty_track_song_uids×70
44G144KP44G144KP,ふわふわ,FuWa_FuWa,2015-08-24,0,0,0,8,8,8,2,2,2,0,0,0,0,1,1,disc_empty_track_list×8;disc_empty_track_song_uids×8
44Ki44OD44OX44Ki44OD44OX44Ks44O844Or44K677yI77yS77yJ,アップアップガールズ（２）,,,1,0,0,44,44,44,7,7,7,0,0,0,1,1,1,formed_date;disc_empty_track_list×44;disc_empty_track_song_uids×44;no_agencies
44OU44Ol44O844ORISE,ピューパ!!,,,1,0,0,25,25,25,6,6,6,0,0,0,1,1,1,formed_date;disc_empty_track_list×25;disc_empty_track_song_uids×25;no_agencies
S2lzc0JlZQ,KissBee,KissBee,2014-01-01,0,0,0,21,4,21,7,7,7,0,0,0,0,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×21
6YO95YaF5p-Q5omA,都内某所,TONAi_BOUSHO,2022-12-01,0,0,0,7,7,7,1,1,1,0,0,0,1,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7;no_agencies
U0FZLUxB,SAY-LA,SAY-LA,2014-12-21,0,0,0,20,15,20,8,8,8,0,0,0,0,0,1,disc_empty_track_list×15;disc_empty_track_song_uids×20
44Ko44Op44OQ44Os44K3,エラバレシ,Erabareshi,,1,0,0,10,9,10,7,7,7,0,0,0,1,0,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×10;no_agencies
S2lTUyBLaVNT,KiSS KiSS,KiSS_KiSS,2023-03-01,0,0,0,13,13,13,5,5,5,0,0,0,0,1,1,disc_empty_track_list×13;disc_empty_track_song_uids×13
44Gr44Gj44G944KT44Ov44OB44Oj44OB44Oj,にっぽんワチャチャ,Nippon_Wachacha,2020-03-01,0,0,0,10,10,10,5,5,5,0,0,0,0,1,1,disc_empty_track_list×10;disc_empty_track_song_uids×10
TWlpUw,MiiS,MiiS,2021-01-23,0,0,0,15,15,15,4,4,4,0,0,0,1,1,1,disc_empty_track_list×15;disc_empty_track_song_uids×15;no_agencies
44Kw44OH44Kk,グデイ,,2020-02-01,0,0,0,2,2,2,3,3,2,0,1,0,1,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_uids_short;no_agencies
SSBNWSBNRSBNSU5F,I MY ME MINE,I_MY_ME_MINE,2021-06-03,0,0,0,9,7,9,10,10,10,0,0,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×9
V1TimIZFZ3JldA,WT☆Egret,WT☆Egret,,1,0,0,25,24,25,8,8,8,0,0,0,0,0,1,formed_date;disc_empty_track_list×24;disc_empty_track_song_uids×25
TkVPVE9LWU8tVFJJQkU,NEOTOKYO-TRIBE,NEOTOKYO-TRIBE,,1,0,0,5,5,5,7,7,7,0,0,0,0,1,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×5
44OP44OL44O844K544OR44Kk44K5UmUu,ハニースパイスRe.,,,1,0,0,6,4,6,6,6,6,0,0,0,1,0,1,formed_date;disc_empty_track_list×4;disc_empty_track_song_uids×6;no_agencies
R0FOR0RFTUlD,GANGDEMIC,GANGDEMIC,2021-05-19,0,0,0,20,20,20,8,8,8,0,0,0,0,1,1,disc_empty_track_list×20;disc_empty_track_song_uids×20
44KR44KT44KJ,ゑんら,Wyenra,2018-02-01,0,0,0,4,2,4,3,3,3,0,0,0,1,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×4;no_agencies
UmFSYUphTQ,RaRaJaM,RaRaJaM,2024-11-22,0,0,0,5,4,5,2,2,2,0,0,0,0,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×5
Q2hhcm0gUG9jaGU,Charm Poche,Charm_Poche,2024-02-17,0,0,0,3,2,3,7,7,7,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×3
44Oy44OJ44Or44Oe44Oo44OK44Kr,ヲドルマヨナカ,Wodoru_Mayonaka,2021-12-30,0,0,0,17,16,17,11,11,11,0,0,0,0,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×17
QmVhdXR5IEJveA,Beauty Box,,,1,0,0,5,5,5,2,2,2,0,0,0,1,1,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×5;no_agencies
5oKq6a2U44Gu44Kt44OD44K5,悪魔のキッス,Akuma_no_Kiss,2022-04-01,0,0,0,7,5,7,2,2,2,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×7
5pS-6Kqy5b6M44OX44Oq44Oz44K744K5,放課後プリンセス,,,1,0,0,37,37,37,5,5,5,0,0,0,1,1,1,formed_date;disc_empty_track_list×37;disc_empty_track_song_uids×37;no_agencies
44Oe44K444Kr44Or44O744OR44Oz44OB44Op44Kk44Oz,マジカル・パンチライン,Majika,,1,0,0,22,22,22,2,2,0,1,1,0,1,1,1,formed_date;disc_empty_track_list×22;disc_empty_track_song_uids×22;roster_no_uids;roster_uids_short;no_agencies
TUVMTE9XIE1FTExPVw,MELLOW MELLOW,MELLOW_MELLOW,2017-10-01,0,0,0,6,6,6,3,3,3,0,0,0,1,1,1,disc_empty_track_list×6;disc_empty_track_song_uids×6;no_agencies
U0FLQS1TQU1B,SAKA-SAMA,SAKA-SAMA,2016-12-01,0,0,0,13,6,13,5,5,5,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×13
5rWq5rGf5aWz5a2Q55m657WE5ZCI,浪江女子発組合,,,1,0,0,9,9,9,8,8,2,0,1,0,1,1,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×9;roster_uids_short;no_agencies
5qCh5bqt44Kr44Oh44Op44Ks44O844Or44OJ44Op44Kk,校庭カメラガールドライ,,,1,0,0,6,3,6,3,3,2,0,1,0,1,0,1,formed_date;disc_empty_track_list×3;disc_empty_track_song_uids×6;roster_uids_short;no_agencies
5pif5q20MTPlpJw,星歴13夜,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
YW1iaXRpb3Vz,ambitious,Ambitious,2021-03-27,0,0,0,10,10,10,6,6,6,0,0,0,1,1,1,disc_empty_track_list×10;disc_empty_track_song_uids×10;no_agencies
ZmFuY3lsYWJv,fancylabo,,2003-01-01,0,0,0,8,5,8,3,3,2,0,1,0,1,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×8;roster_uids_short;no_agencies
UklSWURBWQ,RIRYDAY,RIRYDAY,2024-07-01,0,0,0,4,4,4,0,0,0,0,0,0,1,1,1,disc_empty_track_list×4;disc_empty_track_song_uids×4;no_agencies
VU5CUw,UNBS,UNBS,,1,0,0,30,30,30,5,5,5,0,0,0,0,1,1,formed_date;disc_empty_track_list×30;disc_empty_track_song_uids×30
57WC44KP44KJ44Gq44GE44Gn44CB5aSc,終わらないで、夜,,,1,1,0,25,18,25,0,0,0,0,0,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×18;disc_empty_track_song_uids×25;no_agencies
44ON44Kz44OX44OpcGl4eC4,ネコプラpixx.,,2016-12-24,0,0,0,25,18,25,10,10,10,0,0,0,1,0,1,disc_empty_track_list×18;disc_empty_track_song_uids×25;no_agencies
44Ov44OD44OE4peO44GV44O844GP44KL,ワッツ◎さーくる,,,1,0,0,47,46,47,9,9,9,0,0,0,1,0,1,formed_date;disc_empty_track_list×46;disc_empty_track_song_uids×47;no_agencies
T1PimIZV,OS☆U,OS☆U,2010-08-01,0,0,0,16,14,16,11,11,11,0,0,0,0,0,1,disc_empty_track_list×14;disc_empty_track_song_uids×16
44G144GH44GC44KK44O844Gm44GE44KL44Ga77yB,ふぇありーているず！,,,1,0,0,1,1,1,7,7,7,0,0,0,1,1,1,formed_date;disc_empty_track_list×1;disc_empty_track_song_uids×1;no_agencies
aWRlYWwgcGVjbw,ideal peco,Ideal_peco,2023-09-18,0,0,0,19,5,19,6,6,6,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×19
44K144Kv44Ok44Kz44OO44OP44OK,サクヤコノハナ,Sakuya_Konohana,2017-03-11,0,0,0,4,1,4,7,7,7,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×4
UE9QUGlORyBFTU8,POPPiNG EMO,POPPiNG_EMO,,1,0,0,45,44,45,6,6,5,0,1,0,0,0,1,formed_date;disc_empty_track_list×44;disc_empty_track_song_uids×45;roster_uids_short
U0FJwrJSaXVt,SAI²Rium,SAI_²Rium,2022-07-22,0,0,0,26,25,26,9,9,9,0,0,0,0,0,1,disc_empty_track_list×25;disc_empty_track_song_uids×26
44Gq44KT44Kt44OL77yB,なんキニ！,Nankini!,2017-09-05,0,0,0,6,4,6,8,8,8,0,0,0,0,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×6
U0FOREFMIFRFTEVQSE9ORQ,SANDAL TELEPHONE,Sandal_Telephone,2017-07-01,0,0,0,11,6,11,3,3,3,0,0,0,1,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×11;no_agencies
U0FpTlQgU0VY,SAiNT SEX,SAiNT_SEX,,1,0,0,3,2,3,1,1,1,0,0,0,1,0,1,formed_date;disc_empty_track_list×2;disc_empty_track_song_uids×3;no_agencies
5oSb5LmZ5aWz4piGRE9MTA,愛乙女☆DOLL,.DOLL,2019-10-01,0,0,0,17,17,17,12,12,7,0,1,0,1,1,1,disc_empty_track_list×17;disc_empty_track_song_uids×17;roster_uids_short;no_agencies
44KB44KN44KT55WRYSBnbyBnbw,めろん畑a go go,,,1,0,0,17,17,17,6,6,6,0,0,0,1,1,1,formed_date;disc_empty_track_list×17;disc_empty_track_song_uids×17;no_agencies
44OU44Ol44Ki44Oq44O844Oi44Oz44K544K_44O8,ピュアリーモンスター,,,1,0,0,8,8,8,7,7,7,0,0,0,1,1,1,formed_date;disc_empty_track_list×8;disc_empty_track_song_uids×8;no_agencies
TmFOb01vUmFM,NaNoMoRaL,NaNoMoRaL,,1,0,0,9,8,9,2,2,2,0,0,0,1,0,1,formed_date;disc_empty_track_list×8;disc_empty_track_song_uids×9;no_agencies
RFJFQU1JTkcgTU9OU1RFUg,DREAMING MONSTER,DREAMING_MONSTER,2015-07-22,0,0,0,5,3,5,9,9,9,0,0,0,0,0,1,disc_empty_track_list×3;disc_empty_track_song_uids×5
Q1VCzqNMSUM,CUBΣLIC,CUBΣLIC,2019-11-01,0,0,0,18,12,18,4,4,4,0,0,0,1,0,1,disc_empty_track_list×12;disc_empty_track_song_uids×18;no_agencies
44Oh44Kk44OT44O8TUU,メイビーME,Meibii ME,2018-07-07,0,0,0,5,5,5,6,6,6,0,0,0,1,1,1,disc_empty_track_list×5;disc_empty_track_song_uids×5;no_agencies
UGlua3lTcGljZQ,PinkySpice,PinkySpice,2019-06-23,0,0,0,7,5,7,6,6,6,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×7
bWV0YXJpdW0,metarium,Metarium,2022-10-13,0,0,0,14,14,14,6,6,6,0,0,0,0,1,1,disc_empty_track_list×14;disc_empty_track_song_uids×14
TGF5bg,Layn,Layn,2019-01-01,0,0,0,5,5,5,6,6,6,0,0,0,0,1,1,disc_empty_track_list×5;disc_empty_track_song_uids×5
44O744O744O744O744O744O744O744O744O7,・・・・・・・・・,,,1,0,0,30,30,30,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×30;disc_empty_track_song_uids×30;no_wiki_url;no_agencies
44Ki44Oq44K55Y2B55Wq,アリス十番,,2007-01-01,0,0,0,67,63,67,3,3,3,0,0,0,1,0,1,disc_empty_track_list×63;disc_empty_track_song_uids×67;no_agencies
44K544OB44O844Og44Ks44O844Or44K6,スチームガールズ,,2011-09-01,0,0,0,11,11,11,8,8,6,0,1,0,1,1,1,disc_empty_track_list×11;disc_empty_track_song_uids×11;roster_uids_short;no_agencies
TkFOT05J,NANONI,NANONI,2021-01-27,0,0,0,20,20,20,7,7,7,0,0,0,0,1,1,disc_empty_track_list×20;disc_empty_track_song_uids×20
WE9YTyBFWFRSRU1F,XOXO EXTREME,XOXO_EXTREME,2016-03-01,0,0,0,15,12,15,4,4,4,0,0,0,0,0,1,disc_empty_track_list×12;disc_empty_track_song_uids×15
S1JEOA,KRD8,KRD8,2013-12-27,0,0,0,21,15,21,10,10,10,0,0,0,0,0,1,disc_empty_track_list×15;disc_empty_track_song_uids×21
aVNQWQ,iSPY,ISPY,2021-08-01,0,0,0,20,7,20,5,5,2,0,1,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×20;roster_uids_short
RG9yb3RoeSBMaXR0bGUgSGFwcHk,Dorothy Little Happy,Dorothy_Little_Happy,2010-01-01,0,0,0,21,16,21,1,1,1,0,0,0,1,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×21;no_agencies
UEFSQURJU0VT,PARADISES,PARADISES,,1,0,0,15,15,15,11,11,10,0,1,0,0,1,1,formed_date;disc_empty_track_list×15;disc_empty_track_song_uids×15;roster_uids_short
U1RBUk1BUklF,STARMARIE,STARMARIE,2008-01-01,0,0,0,47,18,47,5,5,5,0,0,0,0,0,1,disc_empty_track_list×18;disc_empty_track_song_uids×47
44Kk44Kx44Gm44KL44OP44O844OE,イケてるハーツ,,,1,0,0,14,14,14,7,7,7,0,0,0,1,1,1,formed_date;disc_empty_track_list×14;disc_empty_track_song_uids×14;no_agencies
OGJpdEJSQUlO,8bitBRAIN,8bitBRAIN,2018-03-01,0,0,0,7,6,7,3,3,3,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×7
eXVtZWdpd2EgbGFzdCBnaXJs,yumegiwa last girl,Yumegiwa_last_girl,2020-10-01,0,0,0,14,14,14,5,5,5,0,0,0,0,1,1,disc_empty_track_list×14;disc_empty_track_song_uids×14
QkFCWS1DUkFZT07jgJwxMzYx44Cc,BABY-CRAYON〜1361〜,BABY-CRAYON~1361~,2021-07-01,0,0,0,22,22,22,6,6,6,0,0,0,0,1,1,disc_empty_track_list×22;disc_empty_track_song_uids×22
Q0hJQ0tFTiBCTE9XIFRIRSBJRE9M,CHICKEN BLOW THE IDOL,CHICKEN_BLOW_THE_IDOL,2017-01-01,0,0,0,9,9,9,3,3,3,0,0,0,0,1,1,disc_empty_track_list×9;disc_empty_track_song_uids×9
44Gk44G844G_5aSn6Z2p5ZG9,つぼみ大革命,Tsubomi_Daikakumei,2010-04-01,0,0,0,28,9,28,7,7,5,0,1,0,0,0,1,disc_empty_track_list×9;disc_empty_track_song_uids×28;roster_uids_short
OTYz,963,963,2013-07-01,0,0,0,7,1,7,4,4,3,0,1,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×7;roster_uids_short
QkFOWkFJIEpBUEFO,BANZAI JAPAN,BANZAI_JAPAN,2014-05-05,0,0,0,12,5,12,7,7,7,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×12
SllB4piGUE9OIDIuMA,JYA☆PON 2.0,,2017-09-01,0,0,0,14,13,14,3,3,0,1,1,0,1,0,1,disc_empty_track_list×13;disc_empty_track_song_uids×14;roster_no_uids;roster_uids_short;no_agencies
UkVBRFkgVE8gS0lTUw,READY TO KISS,READY_TO_KISS,,1,0,0,17,10,17,8,8,8,0,0,0,0,0,1,formed_date;disc_empty_track_list×10;disc_empty_track_song_uids×17
I1BFWEFDT0E,#PEXACOA,PEXACOA,2020-04-01,0,0,0,17,17,17,7,7,7,0,0,0,0,1,1,disc_empty_track_list×17;disc_empty_track_song_uids×17
44Kv44Ot44K544OO44Ko44K344K5,クロスノエシス,,2019-05-27,0,0,0,8,0,8,5,5,5,0,0,0,1,0,1,disc_empty_track_song_uids×8;no_agencies
TUFOQUNMRQ,MANACLE,MANACLE,2020-09-13,0,0,0,12,1,12,6,6,6,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×12
Mm8gTG92ZSB0byBTd2VldCBCdWxsZXQ,2o Love to Sweet Bullet,Ai_no_Hana_(2o_Love_to_Sweet_Bullet),,1,0,0,15,15,15,8,8,7,0,1,0,1,1,1,formed_date;disc_empty_track_list×15;disc_empty_track_song_uids×15;roster_uids_short;no_agencies
Q2h1LVo,Chu-Z,Chu-Z,,1,0,0,15,7,15,8,8,8,0,0,0,0,0,1,formed_date;disc_empty_track_list×7;disc_empty_track_song_uids×15
5qCh5bqt44Kr44Oh44Op44Ks44O844Or,校庭カメラガール,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
TUVXTQ,MEWM,MEWM,2020-04-01,0,0,0,31,29,31,3,3,3,0,0,0,1,0,1,disc_empty_track_list×29;disc_empty_track_song_uids×31;no_agencies
TUFHSUNPVVI,MAGICOUR,MAGICOUR,2020-01-01,0,0,0,4,0,4,7,7,5,0,1,0,0,0,1,disc_empty_track_song_uids×4;roster_uids_short
5aSW56We55Sw44GE44Gj44Gh44KH44KB,外神田いっちょめ,,,1,0,0,17,17,17,19,19,19,0,0,0,1,1,1,formed_date;disc_empty_track_list×17;disc_empty_track_song_uids×17;no_agencies
ZXQt44Ki44Oz44OJLQ,et-アンド-,Et-and-,2021-04-21,0,0,0,12,6,12,3,3,1,0,1,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×12;roster_uids_short
44Kw44O844Kw44O844Or44Or,グーグールル,,2018-04-08,0,0,0,4,1,4,3,3,3,0,0,0,1,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×4;no_agencies
TklMS0xZ,NILKLY,NILKLY,2019-05-25,0,0,0,5,1,5,3,3,3,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×5
RU1PRQ,EMOE,EMOE,2018-08-18,0,0,0,8,8,8,5,5,6,0,0,0,1,1,1,disc_empty_track_list×8;disc_empty_track_song_uids×8;no_agencies
T0xOZXc,OLNew,OLNew,2024-06-20,0,0,0,4,4,4,5,5,1,0,1,0,0,1,1,disc_empty_track_list×4;disc_empty_track_song_uids×4;roster_uids_short
QVJDQU5BIFBST0pFQ1Q,ARCANA PROJECT,ARCANA_PROJECT,2019-01-01,0,0,0,16,9,16,6,6,6,0,0,0,0,0,1,disc_empty_track_list×9;disc_empty_track_song_uids×16
TWHigJlTY2Fy4oCZUGllY2U,Ma’Scar’Piece,Ma'Scar'Piece,2024-08-01,0,0,0,10,10,10,6,6,6,0,0,0,0,1,1,disc_empty_track_list×10;disc_empty_track_song_uids×10
