scenario_id,scenario_opening_date,startup_group_order,group_uid,group_name,group_name_romanji,idol_uid,idol_name,idol_romaji,idol_hiragana,nickname,status_at_opening,membership_start_dates,membership_end_dates,member_name_in_group,member_colors,member_color_codes,membership_notes,birthday,age,height_cm,birthplace,languages,x_followers,wiki_url,portrait_photo_path,attribute_source,overall_rating,ability,strength,agility,natural_fitness,stamina,cute,pretty,pitch,tone,breath,rhythm,power,grace,clever,humor,talking,determination,teamwork,fashion,professionalism,injury_proneness,ambition,loyalty,manual_status_override,manual_notes
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","b4ba6f0f-9251-4f29-b488-aaba294c4fe6","冨田菜々風","Tomita Nanaka","とみたななか","Nanka-chan (なんかちゃん) Nanaka (ななか)","current","2019-02-01","","冨田菜々風","Green","0xffff00","Additional member colors: Green","2000-07-17","25","162","Kirishima, Kagoshima","Japanese","158152","https://jpop.fandom.com/wiki/Tomita_Nanaka","fetcher\database\picture_fandom\冨田菜々風_portrait.jpg","regenerated_from_follower_model_v2","14.41","72","17","17","15","13","13","15","13","13","10","14","17","16","13","15","12","18","14","18","15","4","13","20","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","c58f2463-3df0-46b5-a466-0696ec2306f4","本田珠由記","Honda Miyuki","ほんだみゆき","Miruten (みるてん) Omiru-chan (おみるちゃん) Miyuki-chan (珠由記ちゃん)","current","2019-02-01","","本田珠由記","Light Purple","0xcbc3e3","Additional member colors: Light Blue","2004-02-27","21","152.4","Tochigi","Japanese","124371","https://jpop.fandom.com/wiki/Honda_Miyuki","fetcher\database\picture_fandom\本田珠由記_portrait.jpg","regenerated_from_follower_model_v2","16.23","81","16","15","19","19","13","15","20","17","16","16","16","17","13","18","17","17","16","16","16","5","18","18","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","ad38aead-6901-47c9-afe0-f1d9aed516e5","落合希来里","Ochiai Kirari","おちあいきらり","Kirarin (きらりん)","current","2019-02-01","","落合希来里","Yellow","0xffff00","","2001-05-22","24","148.5","Tochigi","Japanese","89874","https://jpop.fandom.com/wiki/Ochiai_Kirari","fetcher\database\picture_fandom\落合希来里_portrait.jpg","regenerated_from_follower_model_v2","16.87","86","15","17","18","14","13","19","17","18","18","19","15","17","15","15","18","19","18","19","14","3","18","19","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","ebd96467-2ab0-4557-a5a5-1b4904d0872a","鈴木瞳美","Suzuki Hitomi","すずきひとみ","Hiichan (ひぃちゃん)","current","2019-02-01","","鈴木瞳美","Light Pink","0xffb6c1","","2001-04-13","24","159.5","Tokyo","Japanese","182429","https://jpop.fandom.com/wiki/Suzuki_Hitomi_(Idol)","fetcher\database\picture_fandom\鈴木瞳美_portrait.jpg","regenerated_from_follower_model_v2","16.94","86","16","17","19","18","14","19","19","16","19","16","17","17","17","17","14","20","15","15","18","3","18","20","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","e436a6fa-896c-49d8-9d2f-80cf93d22698","櫻井もも","Sakurai Momo","さくらいもも","Momo-kyun (ももきゅん)","current","2019-02-01","","櫻井もも","Pink","0xffc0cb","","2004-04-13","21","152.4","Kanagawa","Japanese","131275","https://jpop.fandom.com/wiki/Sakurai_Momo","fetcher\database\picture_fandom\????_portrait.jpg","regenerated_from_follower_model_v2","16.18","81","17","15","13","14","16","18","17","13","17","16","16","17","17","14","19","19","18","13","15","8","19","17","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","b7f71d28-034b-4ec6-8aa4-08b898f413ee","逢田珠里依","Aida Jurii","あいだじゅりい","Jurii (じゅりい)","current","2022-03-01","","逢田珠里依","Bordeaux Yellow","0xffff00","Additional member colors: Red (Penlight)","2005-09-13","19","161","Tokyo","Japanese","69385","https://jpop.fandom.com/wiki/Aida_Jurii","fetcher\database\picture_fandom\逢田珠里依_portrait.jpg","regenerated_from_follower_model_v2","14.84","75","13","13","17","14","16","18","11","15","12","14","15","15","18","17","16","14","13","14","16","7","14","15","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","9f10b37c-29b8-4aca-999e-cd9c4592395c","江角怜音","Esumi Renon","えすみれのん","Renon (れのん)","current","2022-03-01","","江角怜音","Royal Blue","0x4169e1","","2005-04-26","20","160","Osaka","Japanese","94925","https://jpop.fandom.com/wiki/Esumi_Renon","fetcher\database\picture_fandom\江角怜音_portrait.jpg","regenerated_from_follower_model_v2","13.88","69","13","16","15","12","14","13","13","11","11","15","15","15","14","17","12","16","17","14","14","7","19","18","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","b08bbb4b-a33b-4ebb-a930-a35ea64bb5aa","山田杏佳","Yamada Momoka","やまだももか","Momo-chan (ももちゃん)","current","2022-03-01","","⼭⽥杏佳","Light Pink","0xffb6c1","Additional member colors: Light Purple","2006-02-02","19","161","Kanagawa","Japanese","76490","https://jpop.fandom.com/wiki/Yamada_Momoka","fetcher\database\picture_fandom\山田杏佳_portrait.jpg","regenerated_from_follower_model_v2","14.83","73","16","17","17","16","14","13","14","15","16","13","15","13","15","18","14","17","18","12","15","8","18","19","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","808b921c-a6e1-48c5-bfc9-892d6e828e37","山野愛月","Yamano Arisu","やまのありす","Arisu (ありす)","current","2022-03-01","","⼭野愛⽉","Yellow Green","0x9acd32","Additional member colors: Light Blue","2006-10-21","18","153.5","Osaka","Japanese","79494","https://jpop.fandom.com/wiki/Yamano_Arisu","fetcher\database\picture_fandom\山野愛月_portrait.jpg","regenerated_from_follower_model_v2","14.20","72","14","17","15","16","16","18","11","11","12","11","14","15","11","16","12","18","17","11","14","3","19","18","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","71cb6623-5199-4cc1-b4a4-0971b6b435e0","市原愛弓","Ichihara Ayumi","いちはらあゆみ","Ayumin (あゆみん)","current","2022-03-01","","市原愛弓","Purple","0x800080","","2003-08-21","21","161.5","Fukuoka","Japanese","117626","https://jpop.fandom.com/wiki/Ichihara_Ayumi","fetcher\database\picture_fandom\市原愛弓_portrait.jpg","regenerated_from_follower_model_v2","14.58","72","14","13","14","13","13","14","17","14","16","13","15","16","13","19","16","15","13","15","13","5","14","19","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","34180da9-ba3b-438a-bb13-9db7a95d9dbd","小澤愛実","Ozawa Aimi","おざわあいみ","Aimin (あいみん) Aimi (あいみ) Leader (リーダー) Captain (キャプテン)","current","2022-06-01","","小澤愛実","Light Yellow","0xffff00","","2003-04-09","22","163","Kanagawa","Japanese","59671","https://jpop.fandom.com/wiki/Ozawa_Aimi","fetcher\database\picture_fandom\小澤愛実_portrait.jpg","regenerated_from_follower_model_v2","15.78","80","13","14","12","13","19","17","13","17","13","15","18","18","15","14","13","19","17","17","16","7","18","13","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","4560127d-788f-4c87-882c-1d7eb222fb57","村山結香","Murayama Yuuka","むらやまゆうか","Yuuka (ゆうか)","current","2022-03-01","","村山結香","Light Red","0xff0000","","2004-02-15","21","158.5","Fukuoka","Japanese","60057","https://jpop.fandom.com/wiki/Murayama_Yuuka","fetcher\database\picture_fandom\村山結香_portrait.jpg","regenerated_from_follower_model_v2","14.30","73","14","12","13","17","13","17","14","13","16","13","13","14","14","14","12","16","18","14","16","4","17","18","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","467eb1c0-0349-47ad-b918-7b2789aae410","大信田美月","Oshida Mitsuki","おおしだみつき","Mitchan (みっちゃん)","current","2022-03-01","","大信田美月","White","0xffffff","Additional member colors: Light Blue","2004-09-27","20","155","Osaka","Japanese","78125","https://jpop.fandom.com/wiki/Oshida_Mitsuki","fetcher\database\picture_fandom\大信田美月_portrait.jpg","regenerated_from_follower_model_v2","15.30","78","15","16","12","15","16","19","17","14","17","13","13","16","11","13","13","16","17","17","17","6","18","13","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","8e398e32-b32b-41c7-8791-bddbd4730bcd","大西葵","Onishi Aoi","おおにしあおい","Aoi (あおい)","current","2022-03-01","","大西葵","Pink","0xffc0cb","Additional member colors: Medium Blue","2005-08-06","19","156","Tokyo","Japanese","62154","https://jpop.fandom.com/wiki/Onishi_Aoi","fetcher\database\picture_fandom\大西葵_portrait.jpg","regenerated_from_follower_model_v2","15.08","77","15","13","15","17","17","14","17","18","15","14","18","14","13","11","15","13","15","13","13","3","19","13","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","ab39e1ef-feb4-4d0c-ba0e-819c1449d398","天野香乃愛","Amano Konoa","あまのこのあ","Konotan (このたん)","current","2022-03-01","","天野香乃愛","Light Pink Light Pink","0xffb6c1","Additional member colors: Yellow (Penlight Color)","2007-01-21","18","157","Saitama","Japanese","84111","https://jpop.fandom.com/wiki/Amano_Konoa","fetcher\database\picture_fandom\天野香乃愛_portrait.jpg","regenerated_from_follower_model_v2","16.44","84","16","14","17","12","18","14","20","20","20","20","17","19","13","13","16","12","12","13","17","3","18","12","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","203c9904-8383-4b32-9f01-c5ceda9c9337","藤沢莉子","Fujisawa Riko","ふじさわりこ","Riko (りこ)","current","2022-03-01","","藤沢莉子","Green","0x008000","Additional member colors: White","2004-01-16","21","155","Saitama","Japanese","59512","https://jpop.fandom.com/wiki/Fujisawa_Riko","fetcher\database\picture_fandom\藤沢莉子_portrait.jpg","regenerated_from_follower_model_v2","14.70","74","12","17","16","17","18","16","13","12","15","14","13","12","17","17","16","12","15","12","14","4","17","13","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","e95be424-7347-42da-b0c4-6a58ac34f676","髙橋舞","Takahashi Mai","たかはしまい","Maitan (まいたん)","current","2022-03-01","","髙橋舞","Orange","0xffa500","Additional member colors: Red","2007-07-20","18","160","Hyogo","Japanese","46555","https://jpop.fandom.com/wiki/Takahashi_Mai_(Amaterasu)","fetcher\database\picture_fandom\髙橋舞_portrait.jpg","regenerated_from_follower_model_v2","13.97","70","15","13","14","17","12","14","14","13","13","15","16","17","15","10","16","13","12","13","12","4","17","18","",""
"scenario6","2025-07-05","18","4omSSk9Z","≒JOY","≒JOY","a542a855-552b-4245-b64c-f4e2ae219a69","福山萌叶","Fukuyama Moeka","ふくやまもえか","Moeka (もえか)","former","2022-03-01","2023-03-31","","Light Blue","0xadd8e6","","2004-10-22","20","162.5","Kanagawa","Japanese","","https://jpop.fandom.com/wiki/Fukuyama_Moeka","fetcher\database\picture_fandom\福山萌叶_portrait.jpg","regenerated_from_follower_model_v2","6.70","35","4","8","5","6","11","7","7","4","6","5","4","4","7","9","5","8","10","10","10","4","7","5","",""
